question,answer,passage
is new jersey a suburb of new york city,True,"The New York metropolitan area, also referred to as the Tri-State Area, is the largest metropolitan area in the world by urban landmass, at 4,495 sq mi (11,640 km). The metropolitan area includes New York City (the most populous city in the United States), Long Island, and the Mid and Lower Hudson Valley in the state of New York; the five largest cities in New Jersey: Newark, Jersey City, Paterson, Elizabeth, and Edison, and their vicinities; six of the seven largest cities in Connecticut: Bridgeport, New Haven, Stamford, Waterbury, Norwalk, and Danbury, and their vicinities."
is whole wheat rice the same as brown rice,True,"Brown rice is whole-grain rice with the inedible outer hull removed; white rice is the same grain with the hull, bran layer, and cereal germ removed. Red rice, gold rice, and black rice (also called purple rice) are all whole rices, but with differently pigmented outer layers."
was harry potter inspired by lord of the rings,False,"Fans of author J.R.R. Tolkien have drawn attention to the similarities between his novel The Lord of the Rings and the Harry Potter series; specifically Tolkien's Wormtongue and Rowling's Wormtail, Tolkien's Shelob and Rowling's Aragog, Tolkien's Gandalf and Rowling's Dumbledore, Tolkien's Nazgûl and Rowling's Dementors, Old Man Willow and the Whomping Willow and the similarities between both authors' antagonists, Tolkien's Dark Lord Sauron and Rowling's Lord Voldemort (both of whom are sometimes within their respective continuities unnamed due to intense fear surrounding their names; both often referred to as 'The Dark Lord'; and both of whom are, during the time when the main action takes place, seeking to recover their lost power after having been considered dead or at least no longer a threat). Several reviews of Harry Potter and the Deathly Hallows noted that the locket used as a horcrux by Voldemort bore comparison to Tolkien's One Ring, as it negatively affects the personality of the wearer. Rowling maintains that she had not read The Hobbit until after she completed the first Harry Potter novel (though she had read The Lord of the Rings as a teenager) and that any similarities between her books and Tolkien's are ``Fairly superficial. Tolkien created a whole new mythology, which I would never claim to have done. On the other hand, I think I have better jokes.'' Tolkienian scholar Tom Shippey has maintained that ``no modern writer of epic fantasy has managed to escape the mark of Tolkien, no matter how hard many of them have tried''."
does a california roll have fish in it,False,"A California roll or California maki is a makizushi sushi roll, usually made inside-out, containing cucumber, crab meat or imitation crab, and avocado. Sometimes crab salad is substituted for the crab stick, and often the outer layer of rice in an inside-out roll (uramaki) is sprinkled with toasted sesame seeds, tobiko or masago (capelin roe)."
is national human rights commission a constitutional body,True,"National Human Rights Commission (NHRC) of India is an autonomous public body constituted on 12 October 1993 under the Protection of Human Rights Ordinance of 28 September 1993. It was given a statutory basis by the Protection of Human Rights Act, 1993 (TPHRA). The NHRC is the National Human Rights Commission of India, responsible for the protection and promotion of human rights, defined by the Act as ``rights relating to life, liberty, equality and dignity of the individual guaranteed by the Constitution or embodied in the International Covenants''."
is the isle of man part of the uk,True,"The Isle of Man (Manx: Ellan Vannin (ˈɛljən ˈvanɪn)), sometimes referred to simply as Mann (/mæn/; Manx: Mannin (ˈmanɪn)), is a self-governing British Crown dependency, an island in the Irish Sea between Great Britain and Ireland. The head of state is Queen Elizabeth II, who holds the title of Lord of Mann and is represented by a Lieutenant Governor. Defence is the responsibility of the United Kingdom."
do ncaa division 2 schools offer athletic scholarships,False,"Before 1973, the NCAA's smaller schools were grouped together in the College Division. In 1973, the College Division split in two when the NCAA began using numeric designations for its competitions. The College Division members who wanted to offer athletic scholarships or compete against those who did became Division II, while those who chose not to offer athletic scholarships became Division III."
are pokemon gold silver and crystal the same,True,"Pokémon Gold Version and Silver Version are the second installments of the Pokémon series of role-playing video games, developed by Game Freak and published by Nintendo for the Game Boy Color. They were released in Japan in 1999, Australia and North America in 2000, and Europe in 2001. Pokémon Crystal, a special edition, was released roughly a year later in each region. In 2009, Game Freak remade Gold and Silver for the Nintendo DS as Pokémon HeartGold and SoulSilver."
is banaue rice terraces 7 wonders of the world,True,"The Banaue Rice Terraces (Filipino: Hagdan-hagdang Palayan ng Banawe) are terraces that were carved into the mountains of Ifugao in the Philippines by ancestors of the indigenous people. They are frequently called the ``Eight Wonder of the World''. It is commonly thought that the terraces were built with minimal equipment, largely by hand. The terraces are located approximately 1,500 metres (4,900 feet) above sea level. They are fed by an ancient irrigation system from the rainforests above the terraces. It is said that if the steps were put end to end, it would encircle half the globe."
is central bank of india a nationalised bank,True,"In 1963, the revolutionary government in Burma nationalized Central Bank of India's operations there, which became People's Bank No. 1."
is there a such thing as a broken heart,False,"Broken heart (also known as a heartbreak or heartache) is a metaphor for the intense emotional--and sometimes physical--stress or pain one feels at experiencing great longing. The concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years."
is the open door policy still used today,False,"The Open Door Policy is a term in foreign affairs initially used to refer to the United States policy established in the late 19th century and the early 20th century that would allow for a system of trade in China open to all countries equally. It was used mainly to mediate the competing interests of different colonial powers in China. In more recent times, Open Door policy describes the economic policy initiated by Deng Xiaoping in 1978 to open up China to foreign businesses that wanted to invest in the country. This later policy set into motion the economic transformation of modern China."
have belgium ever reached the world cup final,True,"Belgium have appeared in the finals tournament of the FIFA World Cup on 13 occasions, the first being at the first FIFA World Cup in 1930 where they finished in 11th place. The inaugural FIFA World Cup final was officiated by Belgian referee John Langenus."
is a pickle and a gherkin the same thing,True,"A pickled cucumber (commonly known as a pickle in the United States and Canada and a gherkin in Britain, Ireland, Australia, South Africa and New Zealand) is a cucumber that has been pickled in a brine, vinegar, or other solution and left to ferment for a period of time, by either immersing the cucumbers in an acidic solution or through souring by lacto-fermentation. Pickled cucumbers are often part of mixed pickles."
is it normal for my second toe to be longer,False,"The most common symptom experienced due to Morton's toe is callusing and/or discomfort of the ball of the foot at the base of the second toe. The first metatarsal head would normally bear the majority of a person's body weight during the propulsive phases of gait, but because the second metatarsal head is farthest forward, the force is transferred there. Pain may also be felt in the arch of the foot, at the ankleward end of the first and second metatarsals."
does cows have to be pregnant to produce milk,False,"The dairy cow will produce large amounts of milk in its lifetime. Production levels peak at around 40 to 60 days after calving. Production declines steadily afterwards until milking is stopped at about 10 months. The cow is ``dried off'' for about sixty days before calving again. Within a 12 to 14-month inter-calving cycle, the milking period is about 305 days or 10 months long. Among many variables, certain breeds produce more milk than others within a range of around 6,800 to 17,000 kg (15,000 to 37,500 lbs) of milk per year."
is the width of your arms your height,True,Arm span or reach (sometimes referred to as wingspan) is the physical measurement of the length from one end of an individual's arms (measured at the fingertips) to the other when raised parallel to the ground at shoulder height at a 90° angle. The average reach correlates to the person's height. Age and sex have to be taken into account to best predict height from arm span.
is women's one a day fda approved,True,"One-A-Day Women's multivitamin was tested by ConsumerLab.com in their Multivitamin and Multimineral Supplements Review of 38 of the leading multivitamin/multimineral products sold in the U.S. and Canada. This product passed ConsumerLab's test, which included testing of selected index elements, their ability to disintegrate in solution per United States Pharmacopeia guidelines, lead contamination threshold set in California Proposition 65, and meeting U.S. Food and Drug Administration (FDA) labeling requirements."
is there such a thing as a miniature pig,False,"Miniature pig (also micro-pig, teacup pig, Michelle Davila, etc.) is an erroneous term that is used to refer to small breeds of domestic pig, such as Pot-bellied pigs, Göttingen minipigs, Juliana pigs, Choctaw Hogs, or Kunekune (and specimens derived by cross-breeding with these). Notable features of most miniature pigs distinguishing them from other pigs may be defined by their possession of small, perked-back ears, a potbelly, sway back, chubby figure, rounded head, short snout, legs, and neck, and a short tail with thick hair at the end. Typically, most breeds of mini pigs will range from the minimum weight of 75 pounds (34 kg) to 200 pounds (91 kg)."
are any original members of lynyrd skynyrd still alive,False,"On October 20, 1977 -- three days after the release of the band's fifth studio album Street Survivors -- a chartered plane on which the members and crew were travelling crashed in Gillsburg, Mississippi. Six people died in the accident, including band members Ronnie Van Zant, Steve Gaines and Cassie Gaines; many of the other passengers onboard were seriously injured, including Wilkeson who was left in a critical condition and reportedly declared dead three times. The group disbanded after the crash. In 1978, a collection of previously unreleased recordings from 1971 and 1972 was released as Skynyrd's First and... Last. The following year, the surviving members (with the exception of Wilkeson) reunited at Volunteer Jam for a performance of ``Free Bird'' with Charlie Daniels and his band."
does mercury stay a constant distance from the sun year after year,True,"Like Venus, Mercury orbits the Sun within Earth's orbit as an inferior planet, and never exceeds 28° away from the Sun. When viewed from Earth, this proximity to the Sun means the planet can only be seen near the western or eastern horizon during the early evening or early morning. At this time it may appear as a bright star-like object, but is often far more difficult to observe than Venus. The planet telescopically displays the complete range of phases, similar to Venus and the Moon, as it moves in its inner orbit relative to Earth, which reoccurs over the so-called synodic period approximately every 116 days."
has belgium ever been in world cup final,True,"Belgium have appeared in the finals tournament of the FIFA World Cup on 13 occasions, the first being at the first FIFA World Cup in 1930 where they finished in 11th place. The inaugural FIFA World Cup final was officiated by Belgian referee John Langenus."
is friction tape the same as electrical tape,True,"Friction tape is a type of adhesive tape made from cloth impregnated with a rubber-based adhesive, mainly used to insulate splices in electric wires and cables. Because the adhesive is impregnated in the cloth, friction tape is sticky on both sides. The rubber-based adhesive makes it an electrical insulator and provides a degree of protection from liquids and corrosion. In the past, friction tape was widely used by electricians, but PVC electrical tape has replaced it in most applications today. The frictional properties of the tape come from the cloth material, which is usually made from cotton, while the fabric base protects electrical splices against punctures and abrasion."
has season 5 of the flash come out,False,"As of May 22, 2018, 92 episodes of The Flash have aired, concluding the fourth season. On April 2, 2018, the series was renewed for a fifth season by the CW, which is set to premiere on October 9, 2018."
is milan the fashion capital of the world,True,"The Italian city of Milan is recognised internationally as one of the world's most important fashion capitals, along with Paris, New York and London. It is additionally recognised as the main sartorial hub in the country, with Rome and Florence being other major centres."
can a horse win the kentucky derby twice,False,"The Kentucky Derby /ˈdɜːrbi/, is a horse race that is held annually in Louisville, Kentucky, United States, on the first Saturday in May, capping the two-week-long Kentucky Derby Festival. The race is a Grade I stakes race for three-year-old Thoroughbreds at a distance of one and a quarter miles (2 km) at Churchill Downs. Colts and geldings carry 126 pounds (57 kilograms) and fillies 121 pounds (55 kilograms)."
did olivia from law and order have a baby,False,"At the conclusion of the season 15 finale, Benson becomes the court-appointed custodial guardian of Noah Porter, an orphaned baby. The appointment is for a trial period of one year, with the option to apply for legal adoption at the end of that period. Although the year is rocky due to Noah's health issues and the demands of her job, Benson grows to love Noah and formally adopts him a year later."
is a bachelor of education an undergraduate degree,False,"A Bachelor of Education (B.Ed.) is a graduate professional degree which prepares students for work as a teacher in schools, though in some countries additional work must be done in order for the student to be fully qualified to teach."
is socialized medicine the same as universal health care,True,"Universal health care (also called universal health coverage, universal coverage, universal care, or socialized health care) is a health care system that provides health care and financial protection to all citizens of a particular country. It is organized around providing a specified package of benefits to all members of a society with the end goal of providing financial risk protection, improved access to health services, and improved health outcomes."
is it possible to connect your brain to a computer,False,"Whole brain emulation (WBE), mind upload or brain upload (sometimes called ``mind copying'' or ``mind transfer'') is the hypothetical futuristic process of scanning the mental state (including long-term memory and ``self'') of a particular brain substrate and copying it to a computer. The computer could then run a simulation model of the brain's information processing, such that it responds in essentially the same way as the original brain (i.e., indistinguishable from the brain for all relevant purposes) and experiences having a conscious mind."
does the national guard stay in the us,False,"Prior to the attacks against the United States on September 11, 2001, the National Guard's general policy regarding mobilization was that Guardsmen would be required to serve no more than one year cumulative on active duty (with no more than six months overseas) for each five years of regular drill. Due to strains placed on active duty units following the attacks, the possible mobilization time was increased to 18 months (with no more than one year overseas). Additional strains placed on military units as a result of the invasion of Iraq further increased the amount of time a Guardsman could be mobilized to 24 months. Current Department of Defense policy is that no Guardsman is involuntarily activated for more than 24 months (cumulative) in one six-year enlistment period."
can you get a caution without being arrested,False,"In recent years a lower level resolution of offences has often been used by police forces in England and Wales instead of a caution. This is usually called a 'community resolution' and invariably requires less police time as offenders are not arrested. A community resolution does not require any formal record but the offender should admit the offence and the victim should be happy with this method of informal resolution. Concerns have been expressed over the use of community resolution for violent offences, in particular 'domestic violence'."
do you have to raise double in poker,True,"In no-limit and pot-limit games, there is a minimum amount that is required to be bet in order to open the action. In games with blinds, this amount is usually the amount of the big blind. Standard poker rules require that raises must be at least equal to the amount of the previous bet or raise. For example, if an opponent bets $5, a player must raise by at least another $5, and they may not raise by only $2. If a player raises a bet of $5 by $7 (for a total of $12), the next re-raise would have to be by at least another $7 (the previous raise) more than the $12 (for a total of at least $19). The primary purpose of the minimum raise rule is to avoid game delays caused by ``nuisance'' raises (small raises of large bets, such as an extra $1 over a current bet of $50, that have little effect on the action but take time as all others must call). This rule is overridden by table stakes rules, so that a player may in fact raise a $5 bet by $2 if that $2 is his entire remaining stake."
is there going to be a 13th captain underpants book,True,"The series includes 12 books and three spin-offs, and won a Disney Adventures Kids' Choice Award on April 4, 2006. As of 2016, the series had been translated into over 20 languages, with more than 70 million books sold worldwide, including over 50 million in the United States. DreamWorks Animation acquired rights to the series to make an animated feature film adaptation, which was released on June 2, 2017 to positive reviews."
is it true that your arm span is your height,True,Arm span or reach (sometimes referred to as wingspan) is the physical measurement of the length from one end of an individual's arms (measured at the fingertips) to the other when raised parallel to the ground at shoulder height at a 90° angle. The average reach correlates to the person's height. Age and sex have to be taken into account to best predict height from arm span.
is college of william and mary an ivy league school,True,"While the term was in use as early as 1933, it became official only after the formation of the NCAA Division I athletic conference in 1954. Seven of the eight schools were founded during the colonial period (Cornell was founded in 1865). Ivy League institutions account for seven of the nine Colonial Colleges chartered before the American Revolution; the other two are Rutgers University and the College of William & Mary."
is english the official language of south africa,False,"There are eleven official languages of South Africa: Afrikaans, English, Ndebele, Northern Sotho, Sotho, SiSwati, Tsonga, Tswana, Venda, Xhosa and Zulu. Fewer than two percent of South Africans speak a first language other than an official one. Most South Africans can speak more than one language. Dutch and English were the first official languages of South Africa from 1910 to 1925. Afrikaans was added as a part of Dutch in 1925, although in practice, Afrikaans effectively replaced Dutch, which fell into disuse. When South Africa became a republic in 1961, the official relationship changed such that Afrikaans was considered to include Dutch, and Dutch was dropped in 1984, so between 1984 and 1994, South Africa had two official languages: English and Afrikaans."
is chicken cordon bleu made with blue cheese,True,"A cordon bleu or schnitzel cordon bleu is a dish of meat wrapped around cheese (or with cheese filling), then breaded and pan-fried or deep-fried. Veal or pork cordon bleu is made of veal or pork pounded thin and wrapped around a slice of ham and a slice of cheese, breaded, and then pan fried or baked. For chicken cordon bleu chicken breast is used instead of veal. Ham cordon bleu is ham stuffed with mushrooms and cheese."
is there a hulk movie with mark ruffalo,False,"In April 2015, Ruffalo said Universal holding the distribution rights to Hulk films may be an obstacle to releasing a future Hulk standalone film and reiterated this in October 2015, and July 2017. Marvel regained the film production rights for the character by February 2006, but Universal retained the distribution rights for The Incredible Hulk as well as the right of first refusal to distribute future Hulk films. According to The Hollywood Reporter, a potential reason why Marvel has not reacquired the film distribution rights to the Hulk as they did with Paramount Pictures for the Iron Man, Thor, and Captain America films is that Universal holds the theme park rights to several Marvel characters that Marvel's parent company, Disney, wants for its own theme parks. In December 2015, Ruffalo stated that the strained relationship between Marvel and Universal may be another obstacle to releasing a future standalone Hulk film. The following month, he indicated that the lack of a standalone Hulk film allowed the character to play a more prominent role in Thor: Ragnarok, Avengers: Infinity War, and the latter's untitled sequel, stating, ``We've worked a really interesting arc into Thor(: Ragnarok), Avengers(: Infinity War), and (the latter's sequel) for Banner that I think will -- when it's all added up -- will feel like a Hulk movie, a standalone movie.''"
is there a star wars movie this year,True,"The first film was followed by two successful sequels, The Empire Strikes Back (1980) and Return of the Jedi (1983); these three films constitute the original Star Wars trilogy. A prequel trilogy was released between 1999 and 2005, albeit to mixed reactions from critics and fans. A sequel trilogy concluding the main story of the nine-episode saga began in 2015 with The Force Awakens. The first eight films were nominated for Academy Awards (with wins going to the first two released) and were commercially successful, with a combined box office revenue of over US$8.5 billion. Together with the theatrical spin-off films The Clone Wars (2008), Rogue One (2016) and Solo: A Star Wars Story (2018), Star Wars is the second highest-grossing film series ever."
can you really hear the ocean in a seashell,False,"The rushing sound that one hears is in fact the noise of the surrounding environment, resonating within the cavity of the shell. The same effect can be produced with any resonant cavity, such as an empty cup or even by simply cupping one's hand over one's ear. The similarity of the noise produced by the resonator to that of the oceans is due to the resemblance between ocean movements and airflow."
does the dishwasher make its own hot water,True,"In addition to domestic units, industrial dishwashers are available for use in commercial establishments such as hotels and restaurants, where a large number of dishes must be cleaned. Washing is conducted with temperatures of 65--71 °C (149--160 °F) and sanitation is achieved by either the use of a booster heater that will provide an 82 °C (180 °F) ``final rinse'' temperature or through the use of a chemical sanitizer."
does america have a team in the world cup,False,"The United States men's national soccer team is controlled by the United States Soccer Federation and competes in the Confederation of North, Central American and Caribbean Association Football. The team has appeared in ten FIFA World Cups, including the first in 1930, where they reached the semi-finals. The U.S. participated in the 1934 and 1950 World Cups, winning 1--0 against England in the latter. After 1950, the U.S. did not qualify for the World Cup until 1990. The U.S. hosted the 1994 World Cup, where they lost to Brazil in the round of sixteen. They qualified for five more consecutive World Cups after 1990 (for a total of seven straight appearances, a feat shared with only seven other nations), becoming one of the tournament's regular competitors and often advancing to the knockout stage. The U.S. reached the quarter-finals of the 2002 World Cup, where they lost to Germany. In the 2009 Confederations Cup, they eliminated top-ranked Spain in the semi-finals before losing to Brazil in the final, their only appearance in a final. The team failed to qualify for the 2018 World Cup, having been eliminated in continental qualifying, ending the streak of consecutive World Cups at seven."
can you push in a rugby league scrum,True,"A key difference between the two sports is that in rugby union both sets of forwards try to push the opposition backwards whilst competing for the ball and thus the team that did not throw the ball into the scrum have some minimal chance of winning the possession. In practice, however, the team with the 'put-in' usually keeps possession (92% of the time with the feed) and put-ins are not straight. Forwards in rugby league do not usually push in the scrum, scrum-halves often feed the ball directly under the legs of their own front row rather than into the tunnel, and the team with the put-in usually retains possession (thereby making the 40/20 rule workable)."
is boost mobile and virgin mobile the same,True,"At the 2010 Consumer Electronics Show, Boost Mobile announced it would begin to offer a new unlimited plan using Sprint's CDMA network, costing $50 a month. For $10 more, Boost also offered an unlimited plan for the BlackBerry Curve 8830. Sprint would also acquire fellow prepaid wireless provider Virgin Mobile USA in 2010--both Boost and Virgin Mobile would be re-organized into a new group within Sprint, encompassing the two brands and other no-contract phone services offered by the company."
are they going to make a punisher season 2,True,The season is set for release in 2019.
is the vice president the head of the senate,True,"As the Senate president, the vice president presides over its deliberations (or delegates this task to a member of the Senate), but is allowed to vote only when it is necessary to break a tie. While this vote-casting prerogative has been exercised chiefly on legislative issues, it has also been used to break ties on the election of Senate officers, as well as on the appointment of Senate committees. In this capacity, the vice president also presides over joint sessions of Congress."
is rocky balboa in the boxing hall of fame,True,"In 2011, Sylvester Stallone was inducted into the International Boxing Hall of Fame for his work on the Rocky Balboa character, having ``entertained and inspired boxing fans from around the world''. Additionally, Stallone was awarded the Boxing Writers Association of America award for ``Lifetime Cinematic Achievement in Boxing.''"
is it legal to escape from prison in germany,False,"In Mexico, Belgium, Germany and Austria, the philosophy of the law holds that it is human nature to want to escape. In those countries, escapees who do not break any other laws are not charged for anything and no extra time is added to their sentence. However, in Mexico, officers are allowed to shoot prisoners attempting to escape and an escape is illegal if violence is used against prison personnel or property, or if prison inmates or officials aid the escape."
is right of abode the same as indefinite leave to remain,True,"A person who has indefinite leave to remain, the right of abode or Irish citizenship has settled status if resident in the United Kingdom (all full British citizens have the right of abode)."
is there a six flags in new orleans,True,"Six Flags New Orleans (SFNO) is a 140-acre, abandoned theme park in New Orleans that has been closed since Hurricane Katrina struck the state in August 2005. It is owned by the Industrial Development Board (IDB) of New Orleans. Six Flags had leased the park from 2002 until 2009, when the lease was terminated during its bankruptcy proceedings. The former park is located in New Orleans East, off Interstate 10."
do plant cell walls restrict the entry of water,True,"The endodermis is the central, innermost layer of cortex in some land plants. It is made of compact living cells surrounded by an outer ring of endodermal cells that are impregnated with hydrophobic substances (Casparian Strip) to restrict apoplastic flow of water to the inside. The endodermis is the boundary between the cortex and the stele."
is skyline drive part of the blue ridge parkway,True,"The Blue Ridge Parkway is a National Parkway and All-American Road in the United States, noted for its scenic beauty. The parkway, which is America's longest linear park, runs for 469 miles (755 km) through 29 Virginia and North Carolina counties, linking Shenandoah National Park to Great Smoky Mountains National Park. It runs mostly along the spine of the Blue Ridge, a major mountain chain that is part of the Appalachian Mountains. Its southern terminus is at U.S. 441 on the boundary between Great Smoky Mountains National Park and the Cherokee Indian Reservation in North Carolina, from which it travels north to Shenandoah National Park in Virginia. The roadway continues through Shenandoah as Skyline Drive, a similar scenic road which is managed by a different National Park Service unit. Both Skyline Drive and the Virginia portion of the Blue Ridge Parkway are part of Virginia State Route 48, though this designation is not signed."
is the movie the shape of water based on a book,False,"The idea for The Shape of Water formed during del Toro's breakfast with Daniel Kraus in 2011, with whom he later co-wrote the novel Trollhunters. It shows similarities to the 2015 short film The Space Between Us. It was also primarily inspired by del Toro's childhood memories of seeing Creature from the Black Lagoon and wanting to see the Gill-man and Kay Lawrence (played by Julie Adams) succeed in their romance. When del Toro was in talks with Universal to direct a remake of Creature from the Black Lagoon, he tried pitching a version focused more on the creature's perspective, where the Creature ended up together with the female lead, but the studio executives rejected the concept."
is parcel force the same as royal mail,True,"Royal Mail was separated into three divisions in 1986, and in August 1990, Royal Mail Parcels was rebranded as Parcelforce."
is diet rite and diet rc the same,True,Diet Rite is a brand of no-calorie soft drinks originally distributed by the RC Cola company.
are lenscrafters and pearle vision the same company,True,"As a vertically integrated company, Luxottica designs, manufactures, distributes and retails its eyewear brands, including LensCrafters, Sunglass Hut, Apex by Sunglass Hut, Pearle Vision, Sears Optical, Target Optical, Eyemed vision care plan, and Glasses.com. Its best known brands are Ray-Ban, Persol, and Oakley."
does a batter get an rbi on a fielder's choice,True,"(c) The official scorer's judgment must determine whether a run batted in shall be credited for a run that scores when a fielder holds the ball or throws to a wrong base. Ordinarily, if the runner keeps going, the official scorer should credit a run batted in; if the runner stops and takes off again when the runner notices the misplay, the official scorer should credit the run as scored on a fielder's choice."
is twitch still on the ellen degeneres show,True,"Since April 1, 2014, Boss has been featured on the Ellen DeGeneres Show as a guest DJ. and on October 1, 2014 he announced he had been cast for Magic Mike XXL."
is white tack the same as blu tack,True,"In the United Kingdom in March 2008, 20,000 numbered packs of pink Blu Tack were made available, to help raise money for Breast Cancer Campaign, with 10 pence from each pack going to the charity. The formulation was slightly altered to retain complete consistency with its blue counterpart. Since then, many coloured variations have been made, including red and white, yellow and a green Halloween pack."
will there be a season 4 of total bellas,True,"The series gives viewers an inside look of the lives of WWE Divas from their work within WWE to their personal lives. Behind the scene footage of the Divas is also included. On February 24, 2015, Paige announced Total Divas was renewed for a fourth season, with filming commencing at the end of the month. It was then announced at the end of the season three finale, that the fourth season would premiere on July 7, 2015, moving from Sunday to Tuesday nights. Unlike other WWE programs, most of the performers use their real names instead of their ring names, leading to Cameron, Naomi, Natalya, Jimmy Uso, and Tyson Kidd being referred to as Ariane, Trinity, Nattie, Jon, and TJ respectively."
can pipelining help latency of a single task,True,"Instruction pipelining is a technique for implementing instruction-level parallelism within a single processor. Pipelining attempts to keep every part of the processor busy with some instruction by dividing incoming instructions into a series of sequential steps (the eponymous ``pipeline'') performed by different processor units with different parts of instructions processed in parallel. It allows faster CPU throughput than would otherwise be possible at a given clock rate, but may increase latency due to the added overhead of the pipelining process itself."
is musician's friend and guitar center the same,True,"In 2000, Guitar Center purchased mail order and Internet retail house Musician's Friend for $50 million, asserting that the merged company was the world's largest seller of musical instruments. Musician's Friend became a wholly owned subsidiary that was headquartered in Medford, Oregon until 2011, when Musician's Friend's headquarters operations were gradually consolidated into Guitar Center's facilities in Westlake Village, California."
does a cow have to be pregnant to lactate,False,"To maintain lactation, a dairy cow must be bred and produce calves. Depending on market conditions, the cow may be bred with a ``dairy bull'' or a ``beef bull.'' Female calves (heifers) with dairy breeding may be kept as replacement cows for the dairy herd. If a replacement cow turns out to be a substandard producer of milk, she then goes to market and can be slaughtered for beef. Male calves can either be used later as a breeding bull or sold and used for veal or beef. Dairy farmers usually begin breeding or artificially inseminating heifers around 13 months of age. A cow's gestation period is approximately nine months. Newborn calves are removed from their mothers quickly, usually within three days, as the mother/calf bond intensifies over time and delayed separation can cause extreme stress on both cow and calf."
is veterinary science the same as veterinary medicine,True,"Veterinary science helps human health through the monitoring and control of zoonotic disease (infectious disease transmitted from non-human animals to humans), food safety, and indirectly through human applications from basic medical research. They also help to maintain food supply through livestock health monitoring and treatment, and mental health by keeping pets healthy and long living. Veterinary scientists often collaborate with epidemiologists, and other health or natural scientists depending on type of work. Ethically, veterinarians are usually obliged to look after animal welfare."
is secondary school the same as high school in the united states,True,"In most jurisdictions, secondary education in the United States refers to the last four years of statutory formal education (grade nine through grade twelve) either at high school or split between a final year of 'junior high school' and three in high school."
is baylor college of medicine related to baylor university,False,"In 1969, the college separated from Baylor University and became an independent institution, which allowed it access to federal research funding, changing its name to Baylor College of Medicine. That same year, BCM negotiated with the Texas Legislature to double its class size in order to increase the number of physicians in Texas."
is a cornish game hen a baby chicken,False,"In the United States, a Cornish game hen, also sometimes called a Cornish hen, poussin, Rock Cornish hen, or simply Rock Cornish, is a hybrid chicken sold whole. Despite the name, it is not a game bird. Rather, it is a broiler chicken, the most common strain of commercially raised meat chickens. Though the bird is called a ``hen'', it can be either male or female. A Cornish hen typically commands a higher price per pound than typically sold chickens, despite a shorter growing span of 28 to 30 days, as opposed to 42 or more for regular chicken."
is the gut the same as the stomach,True,"The gastrointestinal tract (digestive tract, digestional tract, GI tract, GIT, gut, or alimentary canal) is an organ system within humans and other animals which takes in food, digests it to extract and absorb energy and nutrients, and expels the remaining waste as feces. The mouth, esophagus, stomach and intestines are part of the gastrointestinal tract. Gastrointestinal is an adjective meaning of or pertaining to the stomach and intestines. A tract is a collection of related anatomic structures or a series of connected body organs."
is there a mercy rule in professional soccer,True,"International Blind Sports Federation rules require that any time during a game in which one team has scored ten (10) more goals than the other team that game is deemed completed. In US high school soccer, most states use a mercy rule that ends the game if one team is ahead by 10 or more goals at any point from halftime onward. Youth soccer leagues use variations on the rule."
is world at war part of black ops,True,"Call of Duty: World at War is a first-person shooter video game developed by Treyarch and published by Activision. It was released for Microsoft Windows, the PlayStation 3, Xbox 360, and Wii in November 2008. It is the fifth mainstream game of the Call of Duty series and returns the setting to World War II. The game is also the first title in the Black Ops story line. World at War received ports featuring different storyline versions, while remaining in the World War II setting, for the Nintendo DS and PlayStation 2. A Windows Mobile version was also made available by Glu Mobile."
can you go out on the first round of phase 10,True,"After laying down a Phase, players try to ``go out'' as soon as possible. To go out, a player must get rid of all of their cards by hitting and discarding. The player to go out first wins the hand. The winner of the hand, and any other players who also complete their Phase, will advance to the next Phase for the next hand, while any player not able to complete their Phase remain stuck on that Phase. Players count up the total value of cards left in their hands (the fewer cards left in their hand, the better) and score them as follows;"
is sampling error the same as standard deviation,True,"The standard error (SE) of a statistic (usually an estimate of a parameter) is the standard deviation of its sampling distribution or an estimate of that standard deviation of estimate. If the parameter or the statistic is the mean, it is called the standard error of the mean (SEM)."
is a soccer stadium bigger than a football stadium,True,"A soccer-specific stadium typically has amenities, dimensions and scale suitable for soccer in North America, including a scoreboard, video screen, luxury suites and possibly a roof. The field dimensions are within the range found optimal by FIFA: 110--120 yards (100--110 m) long by 70--80 yards (64--73 m) wide. These soccer field dimensions are wider than the regulation American football field width of 53 ⁄ yards (48.8 m), or the 65-yard (59 m) width of a Canadian football field. The playing surface typically consists of grass as opposed to artificial turf, as the latter is generally disfavored for soccer matches since players are more susceptible to injuries. However, some soccer specific stadiums, such as Portland's Providence Park and Creighton University's Morrison Stadium, do have artificial turf."
does the sister die in the lovely bones,False,"Susie moves on into another, larger part of heaven, occasionally watching earthbound events. Lindsey and Samuel have a daughter together named Abigail Suzanne. While stalking a young woman in New Hampshire, Harvey is hit on the shoulder by an icicle and falls to his death down a snow-covered slope into the ravine below. At the end of the novel, a Norristown couple finds Susie's charm bracelet but don't realize its significance, and Susie closes the story by wishing the reader ``a long and happy life''."
is it the same world cup trophy every year,True,"The World Cup is a gold trophy that is awarded to the winners of the FIFA World Cup association football tournament. Since the advent of the World Cup in 1930, two trophies have been used: the Jules Rimet Trophy from 1930 to 1970, and the FIFA World Cup Trophy from 1974 to the present day."
