question,answer,passage
is there a second gone with the wind,True,"Scarlett is a 1991 novel by Alexandra Ripley, written as a sequel to Margaret Mitchell's 1936 novel, Gone with the Wind. The book debuted on The New York Times bestsellers list, but both critics and fans of the original novel found Ripley's version to be inconsistent with the literary quality of Gone with the Wind."
does the crew 2 have a story line,False,"The game features a nonlinear story, that follows the unnamed player character as they go to become a racing icon in the United States by winning in all racing disciplines available in the game. There are four disciplines: Street Racing, Off Road, Freestyle and Pro Racing. In Street Racing, the player is assisted by Latrell. In Off Road, the player is assisted by Tucker ``Tuck'' Morgan. In Freestyle, the player is assisted by Sofia and her father. In Pro Racing, the player is assisted by Alexis."
does the georgia aquarium still have whale sharks,True,"The Aquarium's notable specimens include whale sharks, beluga whales, California sea lions, bottlenose dolphins, and manta rays."
is a penalty charge notice the same as a fixed penalty,True,"This was the original use for FPNs, currently continuing in Great Britain under powers provided by the Road Traffic Act 1991 as well as in Northern Ireland; in many areas this style of enforcement has been taken over from police by local authorities. Some other motoring offences (other than parking) can also be dealt with by the issue of FPNs by police, VOSA or local authority personnel. FPNs issued by local authority parking attendants are backed with powers to obtain payment by civil action and are defined as ``penalty charge notices'', distinguishing them from other FPNs which are often backed with a power of criminal prosecution if the penalty is not paid; in the latter case the ``fixed penalty'' is sometimes designated as a ``mitigated penalty'' to indicate the avoidance of being prosecuted which it provides."
was the bill of rights in the constitution,False,"The Bill of Rights is the first ten amendments to the United States Constitution. Proposed following the often bitter 1787--88 battle over ratification of the U.S. Constitution, and crafted to address the objections raised by Anti-Federalists, the Bill of Rights amendments add to the Constitution specific guarantees of personal freedoms and rights, clear limitations on the government's power in judicial and other proceedings, and explicit declarations that all powers not specifically delegated to Congress by the Constitution are reserved for the states or the people. The concepts codified in these amendments are built upon those found in several earlier documents, including the Virginia Declaration of Rights and the English Bill of Rights, along with earlier documents such as Magna Carta (1215). In practice, the amendments had little impact on judgments by the courts for the first 150 years after ratification."
is there going to be a season 3 in daredevil,True,"Charlie Cox stars as Murdock, with Deborah Ann Woll, Elden Henson, and Vincent D'Onofrio also returning from previous seasons; Wilson Bethel and Jay Ali join them. The season was ordered in July 2016, with Oleson announced as new showrunner for the season in October 2017. Filming began the following month and ended by June 2018, with the season adapting elements from the ``Born Again'' comic storyline."
are the falkland islands part of the commonwealth,False,"As of April 2018 the Minister responsible for the Territories excluding the Falkland Islands, Gibraltar and the Sovereign Base Areas is Tariq Ahmad, Minister of State for the Commonwealth and the UN. The other three territories are the responsibility of Sir Alan Duncan MP, Minister of State for Europe and the Americas."
was michigan a state during the civil war,False,"Before the Civil War, President James Buchanan took a weak position amid a looming South secession crisis. Secretary of State Lewis Cass of Michigan, a 78-year-old elder statesman who has been Michigan's U.S. senator and governor of Michigan Territory, resigned from Buchanan's cabinet in protest, remarking that ``he had seen the Constitution born and now feared he was seeing it die''."
do you need a visa to visit oman,True,Citizens of member nations of the Gulf Cooperation Council may travel to Oman without visa limits. Nationals of 71 other countries and territories can apply for visas online which are valid for a period of 30 days. All visitors must hold a passport valid for 6 months.
is the standard error the same as standard deviation,True,"The standard error (SE) of a statistic (usually an estimate of a parameter) is the standard deviation of its sampling distribution or an estimate of that standard deviation of estimate. If the parameter or the statistic is the mean, it is called the standard error of the mean (SEM)."
is corn starch the same as corn flower,True,"Corn starch, corn flour or maize starch is the starch derived from the corn (maize) grain. The starch is obtained from the endosperm of the kernel. Corn starch is a common food ingredient, used in thickening sauces or soups, and in making corn syrup and other sugars. It is versatile, easily modified, and finds many uses in industry as adhesives, in paper products, as an anti-sticking agent, and textile manufacturing. It has medical uses, such as to supply glucose for people with glycogen storage disease. Like many products in dust form, it can be hazardous in large quantities due to its flammability."
is a rhombus the same as a diamond,True,"In plane Euclidean geometry, a rhombus (plural rhombi or rhombuses) is a simple (non-self-intersecting) quadrilateral whose four sides all have the same length. Another name is equilateral quadrilateral, since equilateral means that all of its sides are equal in length. The rhombus is often called a diamond, after the diamonds suit in playing cards which resembles the projection of an octahedral diamond, or a lozenge, though the former sometimes refers specifically to a rhombus with a 60° angle (see Polyiamond), and the latter sometimes refers specifically to a rhombus with a 45° angle."
was romania part of the austro hungarian empire,True,"Austria-Hungary was one of the Central Powers in World War I. It was already effectively dissolved by the time the military authorities signed the armistice of Villa Giusti on 3 November 1918. The Kingdom of Hungary and the First Austrian Republic were treated as its successors de jure, whereas the independence of the West Slavs and South Slavs of the Empire as the First Czechoslovak Republic, the Second Polish Republic and the Kingdom of Yugoslavia, respectively, and most of the territorial demands of the Kingdom of Romania were also recognized by the victorious powers in 1920."
can an ectopic pregnancy be carried to term,True,"On May 29, 2008 an Australian woman, Meera Thangarajah (age 34), who had an ectopic pregnancy in the ovary, gave birth to a healthy full term 6 pound 3 ounce (2.8 kg) baby girl, Durga, via caesarean section. She had no problems or complications during the 38‐week pregnancy."
is house of cards based on the british series,True,"House of Cards was ranked 84th in the British Film Institute list of the 100 Greatest British Television Programmes in 2000. In 2013, the serial and the Dobbs novel were the basis for a US adaptation set in Washington, D.C., commissioned and released by Netflix."
is myofibril another name for a muscle fiber,True,"A myofibril (also known as a muscle fibril) is a basic rod-like unit of a muscle cell. Muscles are composed of tubular cells called myocytes, known as muscle fibers in striated muscle, and these cells in turn contain many chains of myofibrils. They are created during embryonic development in a process known as myogenesis."
does temperature remain constant in an adiabatic process,True,"For an adiabatic free expansion of an ideal gas, the gas is contained in an insulated container and then allowed to expand in a vacuum. Because there is no external pressure for the gas to expand against, the work done by or on the system is zero. Since this process does not involve any heat transfer or work, the first law of thermodynamics then implies that the net internal energy change of the system is zero. For an ideal gas, the temperature remains constant because the internal energy only depends on temperature in that case. Since at constant temperature, the entropy is proportional to the volume, the entropy increases in this case, therefore this process is irreversible."
is a cpap the same as a ventilator,True,"Continuous positive airway pressure (CPAP) is a form of positive airway pressure ventilator, which applies mild air pressure on a continuous basis to keep the airways continuously open in people who are able to breathe spontaneously on their own. It is an alternative to positive end-expiratory pressure (PEEP). Both modalities stent the lungs' alveoli open and thus recruit more of the lung's surface area for ventilation. But while PEEP refers to devices tvt impose positive pressure only at the end of the exhalation, CPAP devices apply continuous positive airway pressure throughout the breathing cycle. Thus, the ventilator itself does not cycle during CPAP, no additional pressure above the level of CPAP is provided, and patients must initiate all of their breaths."
is there a main group element in period 6,False,"In chemistry and atomic physics, the main group is the group of elements whose lightest members are represented by helium, lithium, beryllium, boron, carbon, nitrogen, oxygen, and fluorine as arranged in the periodic table of the elements. The main group includes the elements (except hydrogen, which is sometimes not included) in groups 1 and 2 (s-block), and groups 13 to 18 (p-block). The s-block elements are primarily characterised by one main oxidation state, and the p-block elements, when they have multiple oxidation states, often have common oxidation states separated by two units."
is there a sequel to the journey to the mysterious island,False,"In August 2014, it was announced that Carey Hayes and Chad Hayes are writing the script for a third film. In 2015, it was announced that Brad Peyton and Dwayne Johnson would return to direct and star in the sequel, respectively. It was later announced that there would be two sequels. In January 2018, Johnson stated that although a third Journey film, titled Journey from the Earth to the Moon, was intended, it's development had been cancelled due to a lack of immediate interest and troubles in adapting the novel."
is ellis island connected to the statue of liberty,True,"Since the September 11 attacks in 2001, the island is guarded by patrols of the United States Park Police Marine Patrol Unit. Public access is by ferry from either Communipaw Terminal in Liberty State Park or from the Battery at the southern tip of Manhattan. The ferry operator, Hornblower Cruises and Events, also provides service to the nearby Statue of Liberty. A bridge built for transporting materials and personnel during restoration projects connects Ellis Island with Liberty State Park but is not open to the public. The city of New York and the private ferry operator at the time opposed proposals to use it or replace it with a pedestrian bridge."
is the walking dead game the same as the show,True,"The game takes place in the same fictional world as the comic, with events occurring shortly after the onset of the zombie apocalypse in Georgia. However, most of the characters are original to the game, which centers on university professor and convicted criminal Lee Everett, who helps to rescue and subsequently care for a young girl named Clementine. Kirkman provided oversight for the game's story to ensure it corresponded to the tone of the comic, but allowed Telltale to handle the bulk of the developmental work and story specifics. Some characters from the original comic book series also make in-game appearances."
are lock nuts and stop nuts the same,True,"A locknut, also known as a lock nut, locking nut, prevailing torque nut, stiff nut or elastic stop nut, is a nut that resists loosening under vibrations and torque. Elastic stop nuts and prevailing torque nuts are of the particular type where some portion of the nut deforms elastically to provide a locking action. The first type used fiber instead of nylon and was invented in 1931."
can a school be division 1 and 2,True,"Some schools, however, have opted to compete in a sport at a higher level and are allowed to do so by the NCAA under certain circumstances. First, schools in Divisions II and III are allowed to classify one men's sport and one women's sport as Division I (except for football and basketball), provided that they were sponsoring said sports at Division I level prior to 2011. In addition to this, a lower-division school may compete as a Division I member in a given sport if the NCAA does not sponsor a championship in that sport for the school's own division. Division II schools may award scholarships and operate under Division I rules in their Division I sports. Division III schools cannot award scholarships in their Division I sports (except as noted below), but can operate under most Division I rules in those sports."
is crankshaft pulley and harmonic balancer the same thing,True,"A harmonic damper is a device fitted to the free (accessory drive) end of the crankshaft of an internal combustion engine to counter torsional and resonance vibrations from the crankshaft. This device must be interference fit to the crankshaft in order to operate in an effective manner. An interference fit ensures the device moves in perfect step with crankshaft. It is essential on engines with long crankshafts (such as straight-8 engines) and V8 engines with cross plane cranks. Harmonics and torsional vibrations can greatly reduce crankshaft life, or cause instantaneous failure if the crankshaft runs at or through an amplified resonance. Dampers are designed with a specific weight (mass) which is dependent on the damping material/method used and the freedom it affords the mass move allowing to reduce mechanical Q factor, or damp, crankshaft resonances. A harmonic balancer (sometimes crankshaft damper, torsional damper, or vibration damper) is the same thing as a harmonic damper except that the balancer includes a counterweight to externally balance the rotating assembly. The harmonic balancer often serves as a pulley for the accessory drive belts turning the alternator, water pump and other crankshaft driven devices."
will there be another season of the affiar,True,"A 12-episode second season of The Affair premiered on October 4, 2015. On December 9, 2015, the series was renewed for a third season, which debuted on November 20, 2016. On January 9, 2017, Showtime renewed the series for a fourth season, which premiered on June 17, 2018. On July 26, 2018, Showtime announced it had renewed the series for a fifth and final season to debut in 2019."
is a dame the same as a knight,True,"Dame is an honorific title and the feminine form of address for the honour of knighthood in the British honours system and the systems of several other Commonwealth countries, such as Australia and New Zealand, with the masculine form of address being Sir. The word damehood is rarely used, but the official website of the British monarchy uses it as the correct term."
are there nerves in the central nervous system,True,"The central nervous system (CNS) is the part of the nervous system consisting of the brain and spinal cord. The central nervous system is so named because it integrates information it receives from, and coordinates and influences the activity of, all parts of the bodies of bilaterally symmetric animals--that is, all multicellular animals except sponges and radially symmetric animals such as jellyfish--and it contains the majority of the nervous system. Many consider the retina and the optic nerve (cranial nerve II), as well as the olfactory nerves (cranial nerve I) and olfactory epithelium as parts of the CNS, synapsing directly on brain tissue without intermediate ganglia. As such, the olfactory epithelium is the only central nervous tissue in direct contact with the environment, which opens up for therapeutic treatments. The CNS is contained within the dorsal body cavity, with the brain housed in the cranial cavity and the spinal cord in the spinal canal. In vertebrates, the brain is protected by the skull, while the spinal cord is protected by the vertebrae. The brain and spinal cord are both enclosed in the meninges. In central nervous systems, the interneuronal space is filled with a large amount of supporting non-nervous cells called neuroglial cells."
is babies r us and toys r us the same,True,"Toys ``R'' Us expanded as a chain, becoming predominant in its niche field of toy retail. Represented by cartoon mascot Geoffrey the Giraffe from 1969, Toys ``R'' Us eventually branched out into launching the stores Babies ``R'' Us, Toys ``R'' Us Express, and the now-defunct Kids ``R'' Us."
is all i wanna do based on a true story,True,"The film's setting, in 1963, is based loosely on Kernochan's experiences at Rosemary Hall around that time. Filming was done in Toronto, Ontario, Canada at the Trafalgar Castle School in Whitby. The song ``The Hairy Bird'' plays during the film's end credits; it was written by Kernochan and sung by a group which includes Kernochan and five of her Rosemary Hall classmates, including Glenn Close."
is the movie a wrinkle in time out,True,"A Wrinkle in Time premiered at the El Capitan Theatre on February 26, 2018, with a theatrical release on March 9, 2018, through the Disney Digital 3-D, Real D 3D, and IMAX formats. The film received mixed reviews, with critics taking issue ``with the film's heavy use of CGI and numerous plot holes'' while some ``celebrated its message of female empowerment and diversity''. With a total production and advertisement budget of around $250 million, the film underperformed and was deemed a box office bomb, grossing just $132 million worldwide and losing Disney at least $86 million."
is there a lake in lake hiawatha nj,False,"The area was created when a chain of volcanic islands collided with the North American plate. The islands went over the North American plate and created the highlands of New Jersey. Then around 450 million years ago, a small continent collided with proto North America and created folding and faulting in western New Jersey and the southern Appalachians. When the African plate separated from North America, this created an aborted rift system or half-graben. The land lowered between the Ramapo fault in western Parsippany and the fault that was west of Paterson. The Wisconsin Glacier covered area from 21,000 to 13,000 BC. When the glacier melted due to climate change, Lake Passaic was formed, covering all of what is now Lake Hiawatha. Lake Passaic slowly drained and much of the area is swamps or low-lying meadows such as Troy Meadows. The Rockaway River flows over the Ramapo fault in Boonton and then flows along the northwestern edge of Lake Hiawatha. In this area, there are swamps near the river or in the area."
is rafflesia the largest flower in the world,False,"The name ``corpse flower'' applied to Rafflesia can be confusing because this common name also refers to the titan arum (Amorphophallus titanum) of the family Araceae. Moreover, because Amorphophallus has the world's largest unbranched inflorescence, it is sometimes mistakenly credited as having the world's largest flower. Both Rafflesia and Amorphophallus are flowering plants, but they are only distantly related. Rafflesia arnoldii has the largest single flower of any flowering plant, at least in terms of weight. Amorphophallus titanum has the largest unbranched inflorescence, while the talipot palm (Corypha umbraculifera) forms the largest branched inflorescence, containing thousands of flowers; the talipot is monocarpic, meaning the individual plants die after flowering."
is a kilowatt hour a unit of power,True,"The kilowatt hour (symbol kWh, kW⋅h or kW h) is a unit of energy equal to 3.6 megajoules. If energy is transmitted or used at a constant rate (power) over a period of time, the total energy in kilowatt hours is equal to the power in kilowatts multiplied by the time in hours. The kilowatt hour is commonly used as a billing unit for energy delivered to consumers by electric utilities."
can you run on a caught foul ball,True,"In baseball, to tag up is for a baserunner to retouch or remain on their starting base (the time-of-pitch base) until (after) the ball either lands in fair territory or is first touched by a fielder. By rule, baserunners must tag up when a fly ball is caught in flight by a fielder. After a legal tag up, runners are free to attempt to advance, even if the ball was caught in foul territory. On long fly ball outs, runners can often gain a base; when a runner scores by these means, this is called a sacrifice fly. On short fly balls, runners seldom attempt to advance after tagging up, due to the high risk of being thrown out."
has brazil ever won the world cup in europe,True,"Brazil is the most successful national team in the history of the World Cup, having won five titles, earning second-place, third-place and fourth-place finishes twice each. Brazil is one of the countries besides Argentina, Spain and Germany to win a FIFA World Cup away from its continent (Sweden 1958, Mexico 1970, USA 1994 and South Korea/Japan 2002). Brazil is the only national team to have played in all FIFA World Cup editions without any absence or need for playoffs. Brazil also has the best overall performance in World Cup history in both proportional and absolute terms with a record of 73 victories in 109 matches played, 124 goal difference, 237 points and only 18 losses."
does it get cold at night in hawaii,False,"Temperatures at sea level generally range from highs of 85--90 °F (29--32 °C) during the summer months to 79--83 °F (26--28 °C) during the winter months. Rarely does the temperature rise above 90 °F (32 °C) or drop below 65 °F (18 °C) at lower elevations. Temperatures are lower at higher altitudes; in fact, the three highest mountains of Mauna Kea, Mauna Loa, and Haleakalā often receive snowfall during the winter."
is there going to be season 2 of punisher,True,"The second season of the American web television series The Punisher, which is based on the Marvel Comics character of the same name, revolves around Frank Castle ruthlessly hunting down criminals. It is set in the Marvel Cinematic Universe (MCU), sharing continuity with the films and other television series of the franchise. The season is produced by Marvel Television in association with ABC Studios and Bohemian Risk Productions, with Steven Lightfoot serving as showrunner."
is timothy grass and timothy hay the same thing,True,"Timothy-grass (Phleum pratense) is an abundant perennial grass native to most of Europe except for the Mediterranean region. It is also known simply as timothy, meadow cat's-tail or common cat's tail. It is a member of the genus Phleum, consisting of about 15 species of annual and perennial grasses."
can you buy alcohol on sunday in mo,True,"Most municipalities, including St. Louis and Kansas City have enacted local laws following the state law, which prohibit the retail sale of liquor between 1:30 AM and 6:00 AM Tuesday through Saturday, and between midnight on Sunday and 9:00 AM the following morning."
is all of the uk in the same time zone,True,"The IANA time zone database contains one zone for the United Kingdom in the file zone.tab, named Europe/London. This refers to the area having the ISO 3166-1 alpha-2 country code ``GB''. The zone names Europe/Guernsey, Europe/Isle_of_Man and Europe/Jersey exist because they have their own ISO 3166-1 alpha-2 but the zone.tab entries are links to Europe/London. There are several entries for UK possessions around the world."
can the xbox one play xbox 360 discs,False,"During Microsoft's E3 2015 press conference on June 15, 2015, Microsoft announced plans to introduce Xbox 360 backward compatibility on the Xbox One at no additional cost. Supported Xbox 360 games will run within an emulator and have access to certain Xbox One features, such as recording and broadcasting gameplay. Games do not run directly from discs. A relicensed form of the game is downloaded automatically when a supported game is inserted, instead of having to make extensive modifications to the game in-order to port the original title. This means, that the only reason every single Xbox 360 title is not available, is a judicial issue, not an engineering one. All Xbox 360 games could run out-of-the-box on Xbox One, as they require no modifications or porting to run, other than a valid license. While digitally-purchased games will automatically appear for download in the user's library once available. As with Xbox One titles, if the game is installed using physical media, the disc is still required for validation purposes."
does chloe on days of our lives really sing,True,"Björlin left Days in June 2003 to concentrate on her singing career but returned later in December 2003. In September 2005, Björlin left Days of our Lives again and joined the cast of the UPN series Sex, Love & Secrets. The show was canceled by the network, but Björlin continued to make guest appearances on television series such as Jake in Progress and Out of Practice."
is the abdomen the same as the stomach,True,"The abdomen (less formally called the belly, stomach, tummy or midriff) constitutes the part of the body between the thorax (chest) and pelvis, in humans and in other vertebrates. The region occupied by the abdomen is termed the abdominal cavity. In arthropods it is the posterior tagma of the body; it follows the thorax or cephalothorax. The abdomen stretches from the thorax at the thoracic diaphragm to the pelvis at the pelvic brim. The pelvic brim stretches from the lumbosacral joint (the intervertebral disc between L5 and S1) to the pubic symphysis and is the edge of the pelvic inlet. The space above this inlet and under the thoracic diaphragm is termed the abdominal cavity. The boundary of the abdominal cavity is the abdominal wall in the front and the peritoneal surface at the rear."
is hawaii five-0 still on tv,True,"Hawaii Five-0 is an American action police procedural television series that premiered on Monday, September 20, 2010, on CBS. The series is a re-imagining of the original series, which aired on CBS from 1968 to 1980. Like the original series, the show follows an elite state police task force set up to fight major crimes in the state of Hawaii. The series is produced by K/O Paper Products and 101st Street Television in association with CBS Productions, originally an in-name-only unit of but folded into CBS Television Studios, which has produced the series since the beginning of season three.The show has had three crossovers with other shows revolving around crime such as NCIS Los Angeles. The show has received praise for its modern take on the original series. Due to pay disputes, season 8 was the first season not to feature Daniel Dae Kim and Grace Park. Season 8 was also the first season not to feature Masi Oka following his departure in the thirteenth episode of the seventh season. Meanwhile, Meaghan Rath and Beulah Koale joined as new main cast members in season 8. On April 18, 2018, CBS renewed the series for a ninth season which is set to premiere on September 28, 2018."
is the tv show the 100 still on,True,"In March 2017, The CW renewed the series for a fifth season, which premiered on April 24, 2018. In May 2018, the series was renewed for a sixth season."
is there a zoo in las vegas nevada,True,"The Southern Nevada Zoological-Botanical Park, informally known as the Las Vegas Zoo, was a 3-acre (1.2 ha), nonprofit Zoological park and botanical garden located in Las Vegas, Nevada that closed in September 2013. It was located northwest of the Las Vegas Strip, about 15 minutes away. It focused primarily on the education of desert life and habitat protection. Its mission statement was to ``educate and entertain the public by displaying a variety of plants and animals''. An admission fee was charged. The park included a small gem exhibit area and a small gift shop at the main exit. The gift shop and admission fees helped support the zoo."
is greece not in the world cup 2018,False,"Greece were subsequently drawn against Croatia in the play-off round, where they were knocked out over two legs; a 4--1 away defeat set the tone for Greece's campaign, and in the second leg they drew a blank in a 0--0 stalemate against the Croats to signify the end of their World Cup hopes. Kostas Mitroglou finished as Greece's top scorer throughout their campaign, scoring six goals."
is chicago fire filmed in a real firehouse,False,"The building used in the show for the firehouse exteriors is a working Chicago Fire Department firehouse, and is the headquarters of Engine 18, located at 1360 South Blue Island Avenue at Maxwell Street, between 13th & Racine. Housed here is ALS Engine 18, 2--2--1 (Deputy District Chief -- 1st District), 2--1--21 (1st District Chief), 6--4--16 (High-Rise Response Unit), and ALS Ambulance 65. The interiors of Firehouse 51 are filmed at Cinespace Chicago Film Studios. The station house used for exteriors in Chicago PD is just a few blocks away at 949 West Maxwell Street at Morgan Street (interiors likewise filmed at Cinespace)."
can you be offside on a corner kick,True,"There is no offside offence if a player receives the ball directly from a goal kick, a corner kick, a throw-in, or a dropped-ball. It is also not an offence if the ball was last deliberately played by an opponent (except for a deliberate save). In this context, according to the IFAB, ``A 'save' is when a player stops, or attempts to stop, a ball which is going into or very close to the goal with any part of the body except the hands/arms (unless the goalkeeper within the penalty area).''"
has ireland qualified for the world cup 2018,True,"The group winners, Serbia, qualified directly for the 2018 FIFA World Cup. The group runners-up, Republic of Ireland, advanced to the play-offs as one of the best 8 runners-up, where they lost to Denmark and thus failed to qualify."
has anyone ever died doing the tour de france,False,"On 13 July 1967, British cyclist Tom Simpson died climbing Mont Ventoux after taking amphetamine."
is there a law that says we have to pay taxes,False,Some tax protesters such as Edward Brown and tax protester organizations such as the We the People Foundation have used the phrase ``show me the law'' to argue that the Internal Revenue Service refuses to disclose the laws that impose the legal obligation to file Federal income tax returns or pay Federal income taxes--and to argue that there must be no law imposing Federal income taxes.
can i use hydraulic fluid for brake fluid,True,"Brake fluid is a type of hydraulic fluid used in hydraulic brake and hydraulic clutch applications in automobiles, motorcycles, light trucks, and some bicycles. It is used to transfer force into pressure, and to amplify braking force. It works because liquids are not appreciably compressible."
is a jd the same as a doctorate,True,"The Juris Doctor degree (J.D. or JD), also known as the Doctor of Jurisprudence degree (J.D., JD, D.Jur. or DJur), is a graduate-entry professional degree in law and one of several Doctor of Law degrees. It is earned by completing law school in Australia, Canada and the United States, and some other common law countries. It has the academic standing of a professional doctorate in the United States, a master's degree in Australia, and a second-entry, baccalaureate degree in Canada, (in all three jurisdictions the same as other professional degrees such as M.D. or D.D.S., the degrees required to be a practicing physician or dentist, respectively)."
do they light up the twin towers every night,True,"The Tribute in Light is an art installation of 88 searchlights placed six blocks south of the World Trade Center on top of the Battery Parking Garage in New York City to create two vertical columns of light to represent the Twin Towers in remembrance of the September 11, 2001 attacks. Tribute in Light began initially as a temporary commemoration of the attacks in early 2002 but became an annual commemoration, currently produced on September 11th by the Municipal Art Society of New York."
is steve blass in the hall of fame,True,He was inducted into the Kinston Professional Baseball Hall of Fame in 1997.
is the poly a tail added immediately after the stop codon,True,"In as different groups as animals and trypanosomes, the mitochondria contain both stabilising and destabilising poly(A) tails. Destabilising polyadenylation targets both mRNA and noncoding RNAs. The poly(A) tails are 43 nucleotides long on average. The stabilising ones start at the stop codon, and without them the stop codon (UAA) is not complete as the genome only encodes the U or UA part. Plant mitochondria have only destabilising polyadenylation, and yeast mitochondria have no polyadenylation at all."
is the big dipper the same as ursa major,False,"Ursa Major is primarily known from the asterism of its main seven relatively bright stars comprising the ``Big Dipper'', ``the Wagon'', ``Charles's Wain'' or ``the Plough'' (among others), with its stellar configuration mimicking the shape of the ``Little Dipper''."
is a vulture the same as a buzzard,True,"The turkey vulture received its common name from the resemblance of the adult's bald red head and its dark plumage to that of the male wild turkey, while the name ``vulture'' is derived from the Latin word vulturus, meaning ``tearer'', and is a reference to its feeding habits. The word buzzard is used by North Americans to refer to this bird, yet in the Old World that term refers to members of the genus Buteo. The generic term Cathartes means ``purifier'' and is the Latinized form from the Greek kathartēs/καθαρτης. The turkey vulture was first formally described by Linnaeus as Vultur aura in his Systema Naturae in 1758, and characterised as V. fuscogriseus, remigibus nigris, rostro albo (``brown-gray vulture, with black wings and a white beak''). It is a member of the family Cathartidae, along with the other six species of New World vultures, and included in the genus Cathartes, along with the greater yellow-headed vulture and the lesser yellow-headed vulture. Like other New World vultures, the turkey vulture has a diploid chromosome number of 80."
is fromage frais and quark the same thing,True,"In several languages quark is also known as ``white cheese'' (French: fromage blanc, southern German: Weißkäse or weißer Käs, Hebrew: גבינה לבנה‎, translit. gevina levana, Lithuanian: baltas sūris, Polish: biały ser, Serbian: beli sir), as opposed to any rennet-set ``yellow cheese''. Another French name for it is fromage frais (fresh cheese), where the difference to fromage blanc is defined by French legislation: a product named fromage frais must contain live cultures when sold, whereas with fromage blanc fermentation has been halted. In Swiss French, it is usually called séré."
is an access course classed as higher education,False,"Access courses are generally tailored as pathways; that is, they prepare students with the necessary skills and imbue the appropriate knowledge required for a specific undergraduate career. For example, there are 'access to law', 'access to medicine' and 'access to nursing' pathways that prepare students to study law, medicine and nursing at undergraduate level, respectively."
does the dealer have to hit on 16,True,"Once all the players have completed their hands, it is the dealer's turn. The dealer hand will not be completed if all players have either busted or received Blackjacks. The dealer then reveals the hidden card and must hit until the cards total 17 or more points. (At most tables the dealer also hits on a ``soft'' 17, i.e. a hand containing an ace and one or more other cards totaling six.) Players win by not busting and having a total higher than the dealer, or not busting and having the dealer bust, or getting a blackjack without the dealer getting a blackjack. If the player and dealer have the same total (not counting blackjacks), this is called a ``push'', and the player typically does not win or lose money on that hand. Otherwise, the dealer wins."
has australia ever been in a world cup final,True,"The Australia national soccer team, nicknamed the Socceroos, has represented Australia at the FIFA World Cup finals on five occasions: in 1974, 2006, 2010, 2014 and 2018."
will there be more episodes of spirit riding free,True,"Six episodes of the first season premiered on May 5, 2017. The series was renewed for a second season and it premiered on September 8, 2017. The series was renewed for a third season and it premiered on November 17, 2017. The series was renewed for a fourth season and it premiered on March 16, 2018. A fifth season of the show was released on Netflix on May 11, 2018. A sixth season of the show was released on Netflix on August 17, 2018."
is the world health organization a government organization,True,"The World Health Organization (WHO) is a specialized agency of the United Nations that is concerned with international public health. It was established on 7 April 1948, and is headquartered in Geneva, Switzerland. The WHO is a member of the United Nations Development Group. Its predecessor, the Health Organization, was an agency of the League of Nations."
are there any tin mines left in cornwall,False,"Historically, tin and copper as well as a few other metals (e.g. arsenic, silver, and zinc) have been mined in Cornwall and Devon. As of 2007 there are no active metalliferous mines remaining. However, tin deposits still exist in Cornwall, and there has been talk of reopening the South Crofty tin mine. In addition, work has begun on re-opening the Hemerdon tungsten and tin mine in south-west Devon. In view of the economic importance of mines and quarries, geological studies have been conducted: about forty distinct minerals have been identified from type localities in Cornwall (e.g. endellionite from St Endellion). Quarrying of the igneous and metamorphic rocks has also been a significant industry. In the 20th century the extraction of kaolin was important economically."
is a master's degree higher than an honours degree,False,"In the United States, an honours degree (or honors degree in US spelling) requires a thesis or project work beyond that needed for the normal bachelor's program. Honours programs in the US are taken alongside the rest of the degree and often have a minimum GPA requirement for entry, which can vary between institutions. Some institutions do not have a separate honours program, but instead refer to bachelor's degrees awarded with Latin honours, which may be based either on GPA or class position, as honours degrees."
is the hobbit part of the lord of the rings trilogy,False,"The Hobbit is a film series consisting of three high fantasy adventure films directed by Peter Jackson. They are based on the 1937 novel The Hobbit by J.R.R. Tolkien, with large portions of the trilogy inspired by the appendices to The Return of the King, which expand on the story told in The Hobbit, as well as new material and characters written especially for the films. Together they act as a prequel to Jackson's The Lord of the Rings film trilogy. The films are subtitled An Unexpected Journey (2012), The Desolation of Smaug (2013), and The Battle of the Five Armies (2014)."
is the world cup made out of solid gold,True,"The subsequent trophy, called the ``FIFA World Cup Trophy'', was introduced in 1974. Made of 18 carat gold with a malachite base, it stands 36.8 centimetres high and weighs 6.1 kilograms. The trophy was made by Stabilimento Artistico Bertoni company in Italy. It depicts two human figures holding up the Earth. The current holders of the trophy are France, winners of the 2018 World Cup."
do i need a permit to open carry in missouri,True,"Missouri allows any person who has a valid concealed carry endorsement or permit and is lawfully carrying a firearm in a concealed manner to briefly and openly display the firearm, so long as the firearm is not displayed in an angry or threatening manner. Some localities prohibit open carry; however, concealed carry license holders are exempted from this restriction."
do tom and hannah get together in made of honor,True,"Hannah and Tom eventually get married. Melissa catches the bouquet and then links arms with Tom's dad, to which he says ``Number 6?'' and his lawyer says ``7''. Hannah and Tom go on their honeymoon. Tom turns on the light just to see if he has got the right girl and Hannah replies ``You do''. The two kiss and as Hannah turns off the light, Tom says ``Oh, Monica'' and Hannah replies ``Oh, Bill.''"
