q_number,passage,question,actual_answer,ensemble_pred,phi_pred,mistral_pred,llama_pred,gpt4o_mini_pred,gpt41_mini_pred
8611,A player who comes to a stop on step one when both feet are on the floor or touch the floor simultaneously may pivot using either foot as his pivot. If he jumps with both feet he must release the ball before either foot touches the floor.,is an up and down a travel in basketball,True,False,True,False,False,True,False
8613,"Existing gasoline-powered vehicles may be converted to run on CNG or LNG, and can be dedicated (running only on natural gas) or bi-fuel (running on either gasoline or natural gas). However, an increasing number of vehicles worldwide are being manufactured to run on CNG. Until recently, the now-discontinued Honda Civic GX was the only NGV commercially available in the US market. More recently, Ford, General Motors and Ram Trucks have bi-fuel offerings in their vehicle lineup. Ford's approach is to offer a bi-fuel prep kit as a factory option, and then have the customer choose an authorized partner to install the natural gas equipment. Choosing GM's bi-fuel option sends the HD pickups with the 6.0L gasoline engine to IMPCO in Indiana to upfit the vehicle to run on CNG. Ram currently is the only pickup truck manufacturer with a truly CNG factory-installed bi-fuel system available in the U.S. market.",can you put regular gas in a natural gas car,True,True,True,False,False,True,True
8628,"In 2000, the United States Congress designated the Erie Canalway National Heritage Corridor to recognize the national significance of the canal system as the most successful and influential human-built waterway and one of the most important works of civil engineering and construction in North America. The canal has been mainly used by recreational watercraft since the retirement of the last large commercial ship, Day Peckinpaugh, in 1994. The canal saw a recovery in commercial traffic in 2008.",is the erie canal still used for moving goods,True,True,True,False,False,True,True
8637,"The ninth and final season of the American television comedy The Office premiered on NBC on September 20, 2012, and concluded on May 16, 2013, consisting of 25 episodes. The Office is an American adaptation of the British comedy series of the same name, and is presented in a mockumentary format, portraying the daily lives of office employees in the Scranton, Pennsylvania branch of the fictitious Dunder Mifflin Paper Company. The ninth season of The Office aired on Thursdays at 9:00 p.m. (Eastern) in the United States, as part of the Comedy Night Done Right television block. This is the second season not to star Steve Carell as lead character Michael Scott, although he returned for a cameo appearance in the series finale.",will steve carell appear on the office season 9,True,True,True,False,False,True,True
8640,"9 is a 2009 American computer-animated post-apocalyptic science fiction film directed by Shane Acker, written by Pamela Pettler, and produced by Jim Lemley, Dana Ginsburg, Tim Burton, and Timur Bekmambetov. The film stars the voice talents of Elijah Wood, John C. Reilly, Jennifer Connelly, Christopher Plummer, Crispin Glover, Martin Landau and Fred Tatasciore.",is the movie 9 a tim burton film,True,True,True,True,True,True,False
8641,"Return from Witch Mountain is a 1978 American science fiction--adventure film and a sequel to Escape to Witch Mountain (1975) and the second film in the Witch Mountain franchise. It was produced by Walt Disney Productions. It was written by Malcolm Marmorstein and is based on the novel by Alexander Key. Ike Eisenmann, Kim Richards, and Denver Pyle reprise their roles as Tony, Tia, and Uncle Bené--humanoid extraterrestrials with special powers including telepathy and telekinesis. The two main villains are played by Bette Davis as Letha Wedge, a greedy woman using the last of her money to finance the scientific experiments of Dr. Victor Gannon, played by Christopher Lee.",is there a second race to witch mountain,True,False,True,False,True,False,False
8656,"Part of his trademark radio signoff phrase -- ``This is the old left-hander, rounding third and heading for home'' -- is displayed on the outside of the Reds' stadium, Great American Ball Park, which opened in 2003. A likeness of Nuxhall (see photo) is one of five statues that decorate the main entrance of the stadium (The others are Ernie Lombardi, Ted Kluszewski, Frank Robinson, and Pete Rose). He was elected to the Cincinnati Reds Hall of Fame in 1968, and officially retired from the Reds on October 3, 2004, 60 years after his pitching debut, though he still made guest appearances on some game broadcasts. For many years after retiring as a player and during his broadcasting career, Nuxhall pitched batting practice for the Reds. In addition to being called ``Nuxy'' and ``the ole lefthander'', Nuxhall was also known as ``Hamilton Joe'', particularly to locals. He spent nearly 62 of his 64 baseball seasons with the Reds (or one of its minor-league clubs) as a player or an announcer from 1944--2007; the only exceptions being 1946 (when he was on the ``voluntarily retired'' list -- in reality, he went back to high school), 1961 (when he was dealt to the Kansas City A's) and 1962 (pitching for a few weeks with the Los Angeles Angels before heading back to Cincinnati).",is joe nuxhall in the hall of fame,True,True,True,False,True,False,True
8657,"In American college, professional, and Canadian football (as well as, for a significant period of time, the Arena Football League, where missed extra points are rebounded back into the field of play), a conversion attempt where the defense gains possession of the ball can be returned by the defense to the other end zone to give the defensive team two points. The team that scored the touchdown then kicks off as normal. This is rare because of the infrequent use of the two-point conversion and the rarity of blocked conversion kicks, combined with the difficulty of returning the ball the full length of the field. It has proven the winning margin in some games. Only once has a player scored two defensive two-point conversions in a game: Tony Holmes of the Texas Longhorns in a 1998 Big 12 Conference game against the Iowa State Cyclones on October 3.",can you score on a two point conversion interception,True,True,True,False,True,True,True
8665,"In Euclidean geometry, an isosceles trapezoid (isosceles trapezium in British English) is a convex quadrilateral with a line of symmetry bisecting one pair of opposite sides. It is a special case of a trapezoid. Alternatively, it can be defined as a trapezoid in which both legs and both base angles are of the same measure. Note that a non-rectangular parallelogram is not an isosceles trapezoid because of the second condition, or because it has no line of symmetry. In any isosceles trapezoid two opposite sides (the bases) are parallel, and the two other sides (the legs) are of equal length (properties shared with the parallelogram). The diagonals are also of equal length. The base angles of an isosceles trapezoid are equal in measure (there are in fact two pairs of equal base angles, where one base angle is the supplementary angle of a base angle at the other base).",are the bases of a trapezoid always parallel,True,True,False,False,True,True,True
8670,"Avengers: Infinity War is a 2018 American superhero film based on the Marvel Comics superhero team the Avengers, produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures. It is the sequel to 2012's The Avengers and 2015's Avengers: Age of Ultron, and the nineteenth film in the Marvel Cinematic Universe (MCU). The film is directed by Anthony and Joe Russo, written by Christopher Markus and Stephen McFeely, and features an ensemble cast including Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Benedict Cumberbatch, Don Cheadle, Tom Holland, Chadwick Boseman, Paul Bettany, Elizabeth Olsen, Anthony Mackie, Sebastian Stan, Danai Gurira, Letitia Wright, Dave Bautista, Zoe Saldana, Josh Brolin, and Chris Pratt. In the film, the Avengers and the Guardians of the Galaxy attempt to stop Thanos from amassing the all-powerful Infinity Stones.",is there going to be an avengers 3,True,False,True,True,False,False,False
8677,"Ann Inc. is an American group of specialty apparel retail chain stores for women. The company headquartered in New York City and currently operates as a subsidiary of Ascena Retail Group. The stores offer classic styled suits, separates, dresses, shoes and accessories. The brand is marketed under five divisions: Ann Taylor, Loft, Lou & Grey, Ann Taylor Factory and Loft Outlet.",is loft the same as ann taylor loft,True,True,True,True,True,True,False
8682,"Filming took place from February to July 2017 in the United Kingdom and Hawaii. Produced and distributed by Universal Pictures, Fallen Kingdom premiered in Madrid on May 21, 2018, and was released internationally in early June 2018 and in the United States on June 22, 2018. The film has grossed over $1.2 billion worldwide, making it the third Jurassic film to pass the mark, the third highest-grossing film of 2018 and the 13th highest-grossing film of all time. It received mixed reviews from critics, who praised Pratt's performance, Bayona's direction, the visuals, and the ``surprisingly dark moments'', although many criticized the screenplay and lack of innovation, with some suggesting the series has run its course. An untitled sequel is set to be released on June 11, 2021, with Trevorrow returning to direct.",did jurassic world fallen kingdom come out yet,True,True,True,False,True,True,True
8692,"The Colorado River, which means ``red'' or ``reddish'' river in Spanish, was frequently confused by Spanish explorers with the Brazos River to the north. The European discoverer of these two neighboring rivers called the present Colorado River the Brazos de Dios, and called the present Brazos the Colorado River, and later the names were reversed.",are there two colorado rivers in the united states,False,True,True,False,True,True,False
8705,"In 2000, Guitar Center purchased mail order and Internet retail house Musician's Friend for $50 million, asserting that the merged company was the world's largest seller of musical instruments. Musician's Friend became a wholly owned subsidiary that was headquartered in Medford, Oregon until 2011, when Musician's Friend's headquarters operations were gradually consolidated into Guitar Center's facilities in Westlake Village, California.",are guitar center and musician's friend the same company,True,False,False,False,True,True,False
8739,"The fallacy of four terms is a syllogistic fallacy. Types of syllogism to which it applies include statistical syllogism, hypothetical syllogism, and categorical syllogism, all of which must have exactly three terms. Because it applies to the argument's form, as opposed to the argument's content, it is classified as a formal fallacy.",can a syllogism have more than two premises,True,False,False,True,False,False,True
8761,"Coming with change of recognition in 1971 of the Chinese seat, North Korea gained observer status. North Korea has never held a seat on the UN Security Council.",is north korea a member of united nation,False,False,False,False,True,True,False
8782,"The .300 AAC Blackout (designated as the 300 BLK by the SAAMI and 300 AAC Blackout by the C.I.P.), also known as 7.62×35mm is a carbine cartridge developed in the United States by Advanced Armament Corporation (AAC) for use in the M4 carbine. Its purpose is to achieve ballistics similar to the 7.62×39mm Soviet cartridge in an AR-15 while using standard AR-15 magazines at their normal capacity. It can be seen as a SAAMI-certified copy of J.D. Jones' wildcat .300 Whisper. Care should be taken not to use 300 BLK ammunition in a rifle chambered for 7.62×40mm Wilson Tactical.",is there a difference between 300 blackout and 300 aac blackout,False,False,False,True,True,False,False
8786,"Prior to establishing the nation's capital in Washington, D.C., the United States Congress and its predecessors had met in Philadelphia (Independence Hall and Congress Hall), New York City (Federal Hall), and a number of other locations (York, Pennsylvania; Lancaster, Pennsylvania; Maryland State House in Annapolis, Maryland; and Nassau Hall in Princeton, New Jersey). In September 1774, the First Continental Congress brought together delegates from the colonies in Philadelphia, followed by the Second Continental Congress, which met from May 1775 to March 1781.",was nyc ever the capital of the us,True,True,True,True,False,True,True
8791,"The acquisition of Wachovia by Wells Fargo was completed on December 31, 2008 after a government-forced sale to avoid Wachovia's failure. The Wachovia brand was absorbed into the Wells Fargo brand in a process that lasted three years: on October 15, 2011, the last Wachovia branches in North Carolina were converted to Wells Fargo.",is wells fargo and wachovia the same bank,True,True,True,True,True,False,True
8793,"The Super Bowl ring is an award in the National Football League given to the winners of the league's annual championship game, the Super Bowl. Since only one Vince Lombardi Trophy is awarded to the team (ownership) itself, the Super Bowl ring offers a collectible memento for the actual players and team members to keep for themselves to symbolize the victory.",does every player get a super bowl ring,True,True,True,True,True,True,True
8812,"NTSC is the analog TV format historically associated with the United States, Canada, Japan, South Korea, Mexico, Philippines, Taiwan, and other countries. PAL is the analog color TV format historically associated with most of Europe, most of Africa, China, India, Australia, New Zealand, Israel, North Korea, and other countries (plus Brazil, which uses the refresh rate and resolution commonly associated with NTSC). SECAM, a format associated with French-speaking Europe, while using the same resolution and refresh rate as PAL, is a distinct format which uses a very different system of color encoding. Some DVD players can only play discs identified as NTSC, PAL or SECAM, while others can play multiple standards.",can region 2 dvd be played in australia,False,False,False,True,True,False,False
8815,Dilation (or dilatation) and curettage (D&C) refers to the dilation (widening/opening) of the cervix and surgical removal of part of the lining of the uterus and/or contents of the uterus by scraping and scooping (curettage). It is a therapeutic gynecological procedure as well as the most often used method of first trimester miscarriage or abortion.,is a d c procedure the same as an abortion,False,True,False,True,True,True,False
8821,"Montag is confronted by Captain Beatty and finds himself on the run, eventually connecting with a group of Eels. The Eels' house is discovered by the firemen; Montag finds the bird and places a transponder inside it so that it can find its way to scientists in Canada. Captain Beatty confronts him and attempts to stop him, but allows the bird to fly away. After Montag releases the bird, Beatty burns him alive in a fit of rage. The starling makes it to Canada, and joins with an immense flock of other starlings.",does montag die in fahrenheit 451 the movie,True,True,True,False,True,True,True
8834,"Cops (stylized as COPS) is an American half-hour documentary/reality legal series that follows police officers, constables, sheriff's deputies, federal agents, and state troopers during patrols and other police activities including prostitution and narcotics stings. It is one of the longest-running television programs in the United States and in May 2011 became the longest-running show on Fox with the announcement that America's Most Wanted was being canceled after 23 years (that show's host, John Walsh also appeared many times on Cops). In 2013, the program moved from Fox to the cable network Spike, now known as Paramount Network. Cops entered its 31st season on June 4, 2018.",is the show cops still on the air,True,True,True,False,True,False,True
8836,"On-duty status determines LEOSA-eligibility. Thus, as long as the person meets the definition of ``qualified law enforcement officer'' in an on-duty capacity, whether an officer is a full-time, part-time, auxiliary, or reserve peace officer is not relevant in determining whether a person is a ``qualified law enforcement officer'' under LEOSA. LEOSA's definition of ``qualified law enforcement officer'' does not include a requirement that a person have law enforcement authority off-duty.",can an off duty cop carry a gun,True,False,True,False,False,True,False
8857,"A soundtrack album was released on July 13, 2018 by Capitol and Polydor Records in the United States and internationally, respectively. The album was produced by Benny Andersson, who also served as the album's executive producer alongside Björn Ulvaeus and Judy Craymer. Each song is featured within the film, with the exception of ``I Wonder (Departure)'' and ``The Day Before You Came''.",is i wonder in mamma mia here we go again,False,False,False,False,True,False,True
8862,The 44th Amendment (1978) however added that the President can send the advice back for reconsideration once. But if the Council of Ministers sends the same advice again to the President then the President must accept it. The amendment went into effect from 20 June 1979.,is president bound to accept the advice of council of ministers,True,True,True,False,False,True,True
8863,"Recently, Archie Comics trademarked the term 'Bughead', the name created by fans of the relationship between Betty and Jughead in both comics and the CW Riverdale. Betty and Jughead are canon, romantically, so far only in the 'Riverdale' universe, though Archie Comics has introduced their sleuthing relationship and subsequent ship name (#bughead) into their current run of Riverdale comics, implying that comic canon Bughead is soon to follow.",does jughead end up with betty in the comics,True,False,True,False,False,True,False
8870,"General speed limits in Germany are set by the federal government. All limits are multiples of 5 km/h. There are two default speed limits: 50 km/h (31 mph) inside built-up areas and 100 km/h (62 mph) outside built-up areas. While parts of the autobahns and many other freeway-style highways have posted limits up to 130 km/h (81 mph) based on accident experience, congestion and other factors, many rural sections have no general speed limit. The German Highway Code (Straßenverkehrsordnung) section on speed begins with the requirement which may be rendered in English:",is there a speed limit on german motorways,True,True,True,True,False,True,True
8904,"In the UK, a requirement for anchorage points was introduced in 1965, followed by the requirement in 1968 to fit three-point belts in the front outboard positions on all new cars and all existing cars back to 1965. Successive UK Governments proposed, but failed to deliver, seat belt legislation throughout the 1970s. Front seat belts were compulsory equipment on all new cars registered in the UK from 1972, although it did not become compulsory for them to be worn until 1983. Rear seat belts were compulsory equipment from 1986 and became compulsory for them to be worn in 1991. However, it has never been a legal requirement for cars registered before those dates to be fitted with seat belts. In one such attempt in 1979 similar claims for potential lives and injuries saved were advanced. William Rodgers, then Secretary of State for Transport in the Callaghan Labour Government (1976--1979), stated: ``On the best available evidence of accidents in this country - evidence which has not been seriously contested - compulsion could save up to 1000 lives and 10,000 injuries a year.''",is it illegal to not wear a seatbelt in the backseat uk,True,True,True,False,False,True,True
8912,"In the UK, India, and in many Common Law countries a joint-venture (or else a company formed by a group of individuals) must file with the appropriate authority the Memorandum of Association. It is a statutory document which informs the outside public of its existence. It may be viewed by the public at the office in which it is filed. A sample can be seen at wikimedia.org. Together with the Articles of Association, it forms the ``constitution'' of a company in these countries.",is a joint venture part of a group,True,True,True,False,True,True,False
8917,"Gin rummy, or simply gin, is a two-player card game created in 1909 by Elwood T. Baker and his son C. Graham Baker. It is a variant of rummy.",is there a difference between gin and gin rummy,False,False,False,True,True,False,False
8922,"In most jurisdictions, secondary education in the United States refers to the last four years of statutory formal education (grade nine through grade twelve) either at high school or split between a final year of 'junior high school' and three in high school.",is secondary education the same as high school,True,False,False,False,False,True,False
8927,"On October 23, 2000, the Peninsular & Oriental Steam Navigation Company (P&O) spun-off its passenger division to form an independent company, P&O Princess Cruises. The company subsequently merged with Carnival Corporation on April 17, 2003, to form the world's largest cruise operating company in a deal worth US$5.4 billion. As a result of the merger, Carnival Corporation and P&O Princess were integrated to form Carnival Corporation & plc, with a portfolio of eleven cruise ship brands. It is a dual-listed company, registered in both the United States and the United Kingdom, with the former P&O Princess Cruises being relisted as Carnival plc, more commonly known as Carnival UK. As an American-based company, executive control of Princess Cruises was transferred to Carnival's American operations, with Carnival UK taking control of Southampton-based Cunard Line. Princess and Cunard have offices at Carnival's head offices in both the United States and the United Kingdom.",are princess cruises and carnival cruises the same company,True,True,True,False,True,False,True
8961,"Zoey graduates summa cum laude from Georgetown University. On her graduation day, she is kidnapped and held for several days, which leads President Bartlet to invoke the 25th Amendment, transferring presidential authority to Speaker of the House Glen Allen Walken as Acting President of the United States. Jean-Paul's unintentional complicity in the kidnapping (he spikes her drink with what he thinks is ecstasy, but is actually GHB) ends their relationship. Zoey is found and recovered by the FBI after approximately 50 hours of being missing. Later, in the sixth season, Charlie and Zoey are shown to have resumed their relationship, with Charlie even considering asking Zoey to marry him. No mention is made of the relationship, or her occupation, in the seventh and final season, and she is seen only once attending Leo McGarry's funeral.",do they find zoe in the west wing,True,True,False,True,True,False,True
8972,"To legally possess firearms or ammunition, Illinois residents must have a Firearm Owners Identification (FOID) card, which is issued by the Illinois State Police to any qualified applicant. Non-residents who may legally possess firearms in their home state are exempt from this requirement.",do i have to register my gun in chicago,True,False,True,False,False,True,False
8973,"The waterway allows passage from the Atlantic Ocean to the inland port of Duluth on Lake Superior, a distance of 2,340 miles (3,770 km) and to Chicago, on Lake Michigan, at 2,250 miles (3,620 km).",can you take a boat from lake michigan to the atlantic ocean,True,True,True,False,False,True,True
8975,"The episode was written by consulting producer Allison Silverman, her first writing credit for the series after joining the writing staff in the eighth season. It was directed by Matt Sohn, one of the series' cinematographers and camera operators, his third directing credit for the series. The episode features a guest appearance from Lindsey Broad, and her character was described as ``Pam's competent and likable pal,'' Cathy. She appeared in a recurring role in the eighth season. The episode also relates to Pam's pregnancy. Jenna Fischer was actually pregnant and her pregnancy was written into the series with Pam and Jim having their second baby. The man who played Robert's skilled drummer friend is Steve Moore, better known as ``The Mad Drummer'' for the viral video he featured in, ``This drummer is at the wrong gig''.",was pam actually pregnant in the office season 8,True,True,False,True,True,True,True
8981,"In response, Kraft Foods filed a trademark-infringement lawsuit in February 2013. Kraft has sold cheese in retail stores under their Cracker Barrel brand since 1954. The corporation said that Cracker Barrel stores have not made significant sales of retail food products beyond their restaurant menu, and asked that the Smithfield Foods deal be nullified by the U.S. District Court in the Northern District of Illinois.",is cracker barrel restaurant related to the cheese,False,True,True,False,True,True,False
8989,"As the governing body of association football, FIFA is responsible for maintaining and implementing the rules that determine whether an association football player is eligible to represent a particular country in officially recognised international competitions and friendly matches. In the 20th century, FIFA allowed a player to represent any national team, as long as the player held citizenship of that country. In 2004, in reaction to the growing trend towards naturalisation of foreign players in some countries, FIFA implemented a significant new ruling that requires a player to demonstrate a ``clear connection'' to any country they wish to represent. FIFA has used its authority to overturn results of competitive international matches that feature ineligible players.",do you have to be a citizen of a country to play in the world cup,False,True,True,False,False,True,True
8994,"Michael Dwayne Vick (born June 26, 1980) is the offensive coordinator for the Atlanta Legends of the Alliance of American Football and is former American football quarterback who played 13 seasons in the National Football League, primarily with the Atlanta Falcons and the Philadelphia Eagles. He played college football at Virginia Tech and was selected by the Falcons as the first overall pick in the 2001 NFL Draft. During his six years with the Falcons, Vick was regarded as having transformed the quarterback position with his rushing abilities and was named to three Pro Bowls. He holds the record for the most career rushing yards by a quarterback (6,109) and the most rushing yards by a quarterback in a season (1,039).",did michael vick ever play a full season,True,True,True,True,False,False,True
8995,"Distillation of alcohol requires an excise license in Australia. The sale of stills and other distilling equipment, including yeasts, flavourings, and other ingredients specific to distillation, is legal.",is it illegal to distill alcohol in australia,False,False,False,False,True,True,False
9009,"In British English, a ``bramble'' is any rough (usually wild) tangled prickly shrub--specifically the blackberry bush (Rubus fruticosus)--or any hybrid of similar appearance, with thorny stems. Bramble or brambleberry may also refer to the blackberry fruit or products of its fruit (e.g., bramble jelly). The shrub grows abundantly in all parts of the British Isles and harvesting the fruits in late summer and autumn is often considered a favourite pastime. It can also become a nuisance in gardens, sending down its strong suckering roots amongst hedges and shrubs. Many consider it a weed due its tendency to grow in neglected areas and its sharp, tough thorns which can be hazardous to children and pets.",is a bramble the same as a blackberry,True,False,False,False,True,True,False
9012,"The servants battle the invading villagers, driving them out of the castle. Gaston attacks the Beast in his tower, who is too depressed to fight back, but regains his will upon seeing Belle return. He spares Gaston's life before reuniting with Belle. Gaston stabs the Beast, but he loses his footing and falls to his death. The Beast dies from Gaston's stab before the last petal falls. When Belle tearfully professes her love to him, the curse is broken, repairing the castle and restoring the Beast's and servants' human forms. The Prince and Belle host a ball for the kingdom, where they dance happily.",does the beast die in the original beauty and the beast,True,True,True,True,False,True,False
9020,"In the canonical case, lawyers seeking admission must earn a Juris Doctor degree from a law school approved by the jurisdiction, and then pass a bar exam administered by it. Typically, there is also a character and fitness evaluation, which includes a background check. However, there are exceptions to each of these requirements. A lawyer who is admitted in one state is not automatically allowed to practice in any other. Some states have reciprocal agreements that allow attorneys from other states to practice without sitting for another full bar exam; such agreements differ significantly among the states.",do you need a college degree to take the bar exam,True,False,True,False,False,True,False
9042,"A live-action film, with Reese Witherspoon playing Tinker Bell and Victoria Strouse writing the script, is in the works.",are there going to be any more tinkerbell movies,True,True,True,True,True,True,True
9044,"The flag of the United States is sometimes burned in protest of the policies of the American government, both within the country and abroad. The United States Supreme Court in Texas v. Johnson, 491 U.S. 397 (1989), and reaffirmed in U.S. v. Eichman, 496 U.S. 310 (1990), has ruled that due to the First Amendment to the United States Constitution, it is unconstitutional for a government (whether federal, state, or municipal) to prohibit the desecration of a flag, due to its status as ``symbolic speech.'' However, content-neutral restrictions may still be imposed to regulate the time, place, and manner of such expression. If the flag that was burned was someone else's property (as it was in the Johnson case, since Johnson had stolen the flag from a Texas bank's flagpole), the offender could be charged with petty larceny (a flag usually sells at retail for less than USD 20), or with destruction of private property, or possibly both.",can you go to jail for burning american flag,False,False,True,False,False,True,False
9048,"As of February 2011, the Supreme Court has not addressed the validity of requirements that a detainee provide information other than his name, however some states such as Arizona have specifically codified that a detained person is not required to provide any information aside from their full name.",do you have to identify yourself to police in arizona,True,False,True,False,False,False,True
9049,"In botany and horticulture, deciduous plants, including trees, shrubs and herbaceous perennials, are those that lose all of their leaves for part of the year. This process is called abscission. In some cases leaf loss coincides with winter--namely in temperate or polar climates. In other parts of the world, including tropical, subtropical, and arid regions, plants lose their leaves during the dry season or other seasons, depending on variations in rainfall.",do deciduous trees lose their leaves in warm climates,True,True,True,False,False,True,True
9070,"The ampulla of Vater, also known as the hepatopancreatic ampulla or the hepatopancreatic duct, is formed by the union of the pancreatic duct and the common bile duct. The ampulla is specifically located at the major duodenal papilla.",is ampulla of vater part of the pancreas,False,False,True,False,False,False,False
9078,"Execution by electrocution, performed using an electric chair, is a method of execution originating in the United States in which the condemned person is strapped to a specially built wooden chair and electrocuted through electrodes fastened on the head and leg. This execution method, conceived in 1881 by a Buffalo, New York, dentist named Alfred P. Southwick, was developed throughout the 1880s as a ``humane alternative'' to hanging, and first used in 1890. This execution method has been used in the United States and, for a period of several decades, in the Philippines (its first use was in 1924, last in 1976).",do they still use the electric chair in america,False,False,True,False,False,False,True
9083,"Landon builds a telescope for Jamie to see a one-time comet in the springtime. Jamie's father helps him get it finished in time and it is brought to her on the balcony where she gets a beautiful view of the comet. It is then that Landon asks her to marry him. Jamie tearfully accepts, and they get married in the church where her mother got married. They spend their last summer together filled with strong love. Jamie's leukemia ends up killing her when summer ends.",does anyone die in a walk to remember,True,True,False,False,True,True,True
9111,"The Games have primarily been hosted in the continents of Europe (32 editions) and North America (12 editions); seven Games have been hosted in Asia and two have been hosted in Oceania. In 2010, Singapore became Southeast Asia's first Olympic host city for the inaugural Summer Youth Olympics, while Rio de Janeiro became South America's first Olympic host city with the 2016 Summer Olympics, followed by Buenos Aires with the 2018 Summer Youth Olympics. The 2022 Summer Youth Olympics in Dakar will become the first-ever Games to be held on the African continent. Other major geographic regions which have never hosted the Olympics include the Middle East, the Indian subcontinent, Central America and the Caribbean.",have the olympics ever been held in africa,False,False,True,True,False,False,False
9130,"The Patriot was nominated for three Academy Awards: Best Sound Mixing (Kevin O'Connell, Greg P. Russell and Lee Orloff), Best Cinematography, and Best Original Score. It also received several guild awards, including the American Society of Cinematographers award to Caleb Deschanel for Outstanding Achievement in Cinematography and the Hollywood Makeup Artist and Hair Stylist Guild Award for Best Period Makeup and Best Period Hair Styling.",did the movie the patriot win any awards,True,True,True,False,False,True,True
9134,"The fourth season of the television comedy series Arrested Development premiered on Netflix on May 26, 2013 and consists of 15 episodes. It serves as a revival to the series after it was canceled by Fox in 2006.",is the original season 4 of arrested development on netflix,True,True,False,True,True,True,True
9144,"In the real numbers, zero does not have a reciprocal because no real number multiplied by 0 produces 1 (the product of any number with zero is zero). With the exception of zero, reciprocals of every real number are real, reciprocals of every rational number are rational, and reciprocals of every complex number are complex. The property that every element other than zero has a multiplicative inverse is part of the definition of a field, of which these are all examples. On the other hand, no integer other than 1 and −1 has an integer reciprocal, and so the integers are not a field.",is there an integer that has a reciprocal that is an integer,True,False,False,False,False,True,True
9158,"The United States Marine Corps (USMC), also referred to as the United States Marines, is a branch of the United States Armed Forces responsible for conducting amphibious operations with the United States Navy. The U.S. Marine Corps is one of the four armed service branches in the U.S. Department of Defense (DoD) and one of the seven uniformed services of the United States.",is the marine corp part of the us navy,False,False,False,True,False,True,False
9161,"Monsters, Inc. Mike & Sulley to the Rescue! is a dark ride attraction at Disney California Adventure at the Disneyland Resort in Anaheim, California. It is based on the 2001 Disney Pixar film Monsters, Inc. It opened on January 22, 2006 with a grand Sulley-Blue-Fur Carpet Premiere.",is there a monsters inc ride at disneyland,True,True,False,True,True,True,True
9166,"An aortic aneurysm is an enlargement (dilation) of the aorta to greater than 1.5 times normal size. They usually cause no symptoms except when ruptured. Occasionally, there may be abdominal, back, or leg pain.",is aortic dilation the same as aortic aneurysm,True,False,True,True,False,False,False
9176,"The Appalachian Mountains (French: les Appalaches), often called the Appalachians, are a system of mountains in eastern North America. The Appalachians first formed roughly 480 million years ago during the Ordovician Period. They once reached elevations similar to those of the Alps and the Rocky Mountains before experiencing natural erosion. The Appalachian chain is a barrier to east-west travel, as it forms a series of alternating ridgelines and valleys oriented in opposition to most highways and railroads running east-west.",are the rocky mountains higher than the appalachians,True,True,True,False,False,True,True
9184,An offside offence may occur if a player receives the ball directly from either a direct free kick or an indirect free kick.,can you be offside from a direct free kick,True,True,True,True,False,True,True
9198,"Until the mid-2000s, sales of beer for off-premises consumption were prohibited statewide before noon on Sundays, a remnant of a royal decree during the Colonial era, and between 3--6 a.m. any day. Changes to the law made in the last years of Governor George Pataki's administration loosened those restrictions, and now beer sales are only prohibited from 3--8 a.m. Sundays. Counties are free to adjust those hours in either direction, all the way to midnight and noon, and allow 24-hour beer sales on other days of the week.",can you buy liquor in new york on sunday,True,False,False,False,False,True,False
9211,"More recent medical texts have often referred to the eye patch as a ``pirates patch'' and writing in the Minnesota Academy of Sciences Journal in 1934, Charles Sheard of the Mayo foundation, pointed out that by ``wearing a patch (The pirate's patch) over one eye, it will keep the covered eye in a state of readiness and adaptation for night vision''. This technique was explored during WWII by institutes such as the United States Navy.",do eye patches help you see in the dark,True,True,True,False,True,True,True
9213,"Not all Xbox 360 games will be supported; 104 Xbox 360 games were available for the feature's public launch on November 12, 2015 with Xbox One preview program members getting early access. Microsoft stated that publishers will only need to provide permission to the company to allow the repackaging, and they expect the list to grow significantly over time. Unlike the emulation of original Xbox games on the Xbox 360, the Xbox One does not require game modification, since it emulates an exact replica of its predecessor's environment -- both hardware and software operating systems. The downloaded game is a repackaged version of the original that identifies itself as an Xbox One title to the console. At Gamescom, Microsoft revealed it has plans to ensure ``all future Xbox 360 Games with Gold titles will be playable on Xbox One.'' On December 17, 2015 Microsoft made another sixteen Xbox 360 games compatible with Xbox One, including titles such as Halo: Reach, Fable III and Deus Ex: Human Revolution. On January 21, 2016, Microsoft made another ten Xbox 360 games compatible, including The Witcher 2: Assassins of Kings and Counter-Strike: Global Offensive. On May 13, 2016, Microsoft made Xbox 360 titles with multiple discs compatible, starting with Deus Ex: Human Revolution Director's Cut.",are xbox one and xbox 360 games compatible,False,False,False,False,False,True,True
9220,"The events helped to discredit Bennett's Conservative government, and in the 1935 federal election, his party went from holding 134 seats to just 39. After the Trek, the Saskatchewan government provided free transportation as a peace sign back to the west. The camps were soon dismantled and replaced by seasonal relief camps run by the provinces, and that paid the men slightly more for their labor than the earlier camps. Although the Trek did not reach Ottawa, its reverberations certainly did. Several demands of the Trekkers were eventually met, and the public support that galvanized behind the Trek set the tone for the social and welfare provisions of the postwar era.",was the on to ottawa trek a success,True,False,True,False,False,True,False
