q_number,passage,question,actual_answer,4o_pred
7300,"Under Bangladeshi law, any beverage containing more than 0.5% alcohol is considered an alcoholic beverage. A government permit is necessary for selling, storing and the transport of alcohol. To drink alcohol in Bangladesh, one must have a legal permit. Muslims will need a medical prescription to obtain an alcohol permit. The prescription must be given by an associate professor of the medical college or a civil surgeon.",is it illegal to drink alcohol in bangladesh,False,False
7325,The Flume was a Log Flume at Alton Towers in Staffordshire. It opened in 1981 and was rethemed in 2004 coinciding with its sponsorship by Imperial Leather. The ride was a bath time themed log flume with three drops. It was the longest log flume attraction in the world at the time of opening. The attraction closed in 2015 and was removed a year later for the area's redevelopment into the Wicker Man rollercoaster.,is there a water ride at alton towers,False,True
7328,"Google Pay Send (formerly Google Wallet) is a peer-to-peer payments service developed by Google that allows people to send and receive money from a mobile device or desktop computer at no cost to either sender or receiver. When set up, a Google Pay account must be linked to an existing debit card or bank account in the United States or United Kingdom. Google Pay Send can be used through the Google Pay Send app and Gmail. The app is available for Android devices running Android 4.0 and above, and for iOS devices running iOS 7.0 and above.",is google pay send the same as google wallet,True,True
7331,"Green gold was known to the Lydians as long ago as 860 BC under the name electrum, a naturally occurring alloy of silver and gold. It actually appears as greenish-yellow rather than green. Fired enamels adhere better to these alloys than to pure gold.",is there such a thing as green gold,True,True
7356,"In the US, shotguns originally manufactured without shoulder stocks (and thus not legally shotguns), with a total length under 26 inches, are classified as an ``Any Other Weapon'' by the BATFE and have a $5 transfer tax, if they are manufactured by a maker possessing the appropriate Class 2 Special Occupational Taxpayer Federal Firearms License. In order to convert an existing shoulder-stocked shotgun to a short-barreled shotgun or an existing pistol-grip-only shotgun to an ``Any Other Weapon'', a private citizen must pay the standard $200 NFA tax.",is it legal to have a pistol grip on a shotgun,True,True
7387,"Tectonic plates are composed of oceanic lithosphere and thicker continental lithosphere, each topped by its own kind of crust. Along convergent boundaries, subduction, or one plate moving under another, carries the lower one down into the mantle; the material lost is roughly balanced by the formation of new (oceanic) crust along divergent margins by seafloor spreading. In this way, the total surface of the lithosphere remains the same. This prediction of plate tectonics is also referred to as the conveyor belt principle. Earlier theories, since disproven, proposed gradual shrinking (contraction) or gradual expansion of the globe.",can a single tectonic plate contain both oceanic and continental crust,True,True
7430,"The shamans begin to crowd the house; the possessed Lucy kills the family dog with a knife and stabs a horrified Michael. Maria breaks out and heads up to Oliver's room where she sees shamans chanting over Lucy's body. Since they cannot remove the spirit from Lucy, they plan to sacrifice her. However, Michael stops them and Maria tells Oliver that he needs to leave. Oliver says he is scared, but Maria says she will go with him. Oliver's spirit leaves Lucy's body and enters Maria's. She charges the shaman with the knife telling him to take her instead. He obliges, fatally stabbing her. She falls and awakens in the room alone. Myrtu appears and takes Maria to the afterlife.",does the dog die in the other side of the door,True,True
7434,"A Vidalia onion (/vɪˈdeɪliə/ or /vaɪˈdeɪliə/) is a sweet onion of certain varieties, grown in a production area defined by law of the U.S. state of Georgia and by the United States Code of Federal Regulations (CFR).",is a vidalia onion the same as a sweet onion,True,True
7475,"The hindfoot is composed of the talus (or ankle bone) and the calcaneus (or heel bone). The two long bones of the lower leg, the tibia and fibula, are connected to the top of the talus to form the ankle. Connected to the talus at the subtalar joint, the calcaneus, the largest bone of the foot, is cushioned underneath by a layer of fat.",is the ankle considered part of the foot,True,True
7497,"The eighth season of The Walking Dead, an American post-apocalyptic horror television series on AMC, premiered on October 22, 2017, and concluded on April 15, 2018, consisting of 16 episodes. Developed for television by Frank Darabont, the series is based on the eponymous series of comic books by Robert Kirkman, Tony Moore, and Charlie Adlard. The executive producers are Kirkman, David Alpert, Scott M. Gimple, Greg Nicotero, Tom Luse, and Gale Anne Hurd, with Gimple as showrunner for his fifth and final season. The eighth season received positive reviews from critics. It was nominated for multiple awards and won two, including Best Horror Television Series for the third consecutive year, at the 44th Saturn Awards.",is there gonna be a season 8 of the walking dead,True,False
7505,"In 1996, the Association of Jesuit Colleges and Universities granted exclusive branding rights to Loyola University Chicago to call itself Loyola University. This resulted in Loyola New Orleans' current trademark, Loyola University New Orleans.",are loyola chicago and loyola new orleans connected,False,True
7507,"Toilet paper is a tissue paper product people primarily use to clean the anus and surrounding area of fecal material after defecation and to clean the perineal area of urine after urination and other bodily fluid releases. It also acts as a layer of protection for the hands during these processes. It is sold as a long strip of perforated paper wrapped around a paperboard core for storage in a dispenser near a toilet. Most modern toilet paper in the developed world is designed to decompose in septic tanks, whereas some other bathroom and facial tissues are not. Toilet paper comes in various numbers of plies (layers of thickness), from one-ply all the way up to six-ply, with more back-to-back plies granting greater strength and absorbency.",is tissue paper and toilet paper the same thing,True,False
7553,"In April 1994, the Super Eagles was ranked 5th in the FIFA rankings, the highest FIFA ranking position ever achieved by an African football team. Throughout history, the team has qualified for six of the last seven FIFA World Cups (as of 2018), missing only the 2006 World Cup hosted in Germany, and have reached the round of 16 three times. Their first World Cup appearance was the 1994 edition hosted by the United States.",did nigeria qualify for the 2018 world cup,True,True
7581,"Puerto Rico (Spanish for ``Rich Port''), officially the Commonwealth of Puerto Rico (Spanish: Estado Libre Asociado de Puerto Rico, lit. ``Free Associated State of Puerto Rico'') and briefly called Porto Rico, is an unincorporated territory of the United States located in the northeast Caribbean Sea, approximately 1,000 miles (1,600 km) southeast of Miami, Florida.",isn't puerto rico part of the us,True,True
7604,"While deciding the Golaknath case in February 1967, Supreme Court ruled that the Parliament has no power to curtail the fundamental rights. They were made permanent and sacrosanct reversing the Supreme Court's earlier decision which had upheld Parliament's power to amend all parts of the Constitution, including Part III related to Fundamental Rights. Up till the 24th constitutional amendment in 1971, the fundamental rights given to the people were permanent and can not be repealed or diluted by the Parliament. 24th constitutional amendment introduced a new Article 13(4) enabling Parliament to legislate on the subjects of Part III of the constitution using its constituent powers per Article 368 (1). In the year 1973, the 13 member constitutional bench of supreme court also upheld with majority the validity of 24th constitutional amendment. However it ruled that Basic structure of the constitution which is built on the basic foundation representing the dignity and freedom of the individual, can not be altered. This is of supreme importance and cannot be destroyed by any form of amendment to the constitution. Many constitutional amendments to Part III of the constitution were made deleting or adding or diluting the fundamental rights before the judgement of Golaknath case (Constitutional amendments 1,4,7 and 16) and after the validity of 24th constitutional amendment is upheld by the Supreme Court (Constitutional amendments 25,42,44,50,77,81,85,86,93 and 97).",can fundamental rights be amended under article 368,True,True
7608,"Tabasco sauce is a brand of hot sauce made exclusively from tabasco peppers (Capsicum frutescens var. tabasco), vinegar, and salt. It is produced by McIlhenny Company of Avery Island, Louisiana.",is tabasco sauce and hot sauce the same,True,True
7765,"Design of the Pilot was by Honda's Ricky Hsu through 1999, when styling was approved. The Pilot can accommodate up to eight passengers in three rows configured as stadium seating. The third row can seat three, but the limited legroom makes it suitable only for small children or adults on short trips. Similar to the Honda Odyssey, the rear seats can be folded into flat surfaces for larger cargo. Options include powered moonroof, DVD entertainment system, and a navigation system.",do all honda pilots have third row seating,True,True
7780,The Bank of Ireland £5 note is a banknote of the pound sterling. It is the smallest denomination of banknote issued by the Bank of Ireland.,are bank of ireland 5 pound note legal tender,True,False
7784,"Natural brown sugar, raw sugar or whole cane sugar are sugars that retain a small to large amount of the molasses from the mother liquor (the partially evaporated sugar cane juice). Based upon weight, brown cane sugar when fully refined yields up to 70% white sugar, the degree depending on how much molasses remained in the sugar crystals, which in turn is dependent upon whether the brown sugar was centrifuged or not. As there is more molasses in natural brown sugar, it contains minor nutritional value and mineral content. Some natural brown sugars have particular names and characteristics, and are sold as turbinado, demerara or raw sugar if they have been centrifuged to a large degree. Brown sugars that have been only mildly centrifuged or unrefined (non-centrifuged) retain a much higher degree of molasses and are called various names across the globe according to their country of origin: e.g. panela, rapadura, jaggery, muscovado, piloncillo, etc.",is demera sugar the same as brown sugar,False,False
7785,"Two-stroke oil (also referred to as two-cycle oil, 2-cycle oil, 2T oil, 2-stroke oil or petroil) is a special type of motor oil intended for use in crankcase compression two-stroke engines.",is there a difference between 2stroke and 2-cycle oil,False,False
7792,"In the canonical case, lawyers seeking admission must earn a Juris Doctor degree from a law school approved by the jurisdiction, and then pass a bar exam administered by it. Typically, there is also a character and fitness evaluation, which includes a background check. However, there are exceptions to each of these requirements. A lawyer who is admitted in one state is not automatically allowed to practice in any other. Some states have reciprocal agreements that allow attorneys from other states to practice without sitting for another full bar exam; such agreements differ significantly among the states.",do you need to graduate law school to take the bar exam,True,False
7812,"Captain America: Civil War is a 2016 American superhero film based on the Marvel Comics character Captain America, produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures. It is the sequel to 2011's Captain America: The First Avenger and 2014's Captain America: The Winter Soldier, and the thirteenth film in the Marvel Cinematic Universe (MCU). The film is directed by Anthony and Joe Russo, with a screenplay by the writing team of Christopher Markus and Stephen McFeely, and stars Chris Evans as Steve Rogers / Captain America, alongside an ensemble cast including Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie, Don Cheadle, Jeremy Renner, Chadwick Boseman, Paul Bettany, Elizabeth Olsen, Paul Rudd, Emily VanCamp, Tom Holland, Frank Grillo, William Hurt, and Daniel Brühl. In Captain America: Civil War, disagreement over international oversight of the Avengers fractures them into opposing factions--one led by Steve Rogers and the other by Tony Stark.",is captain america civil war an avengers movie,True,False
7826,"The Homegrown Player Rule has been an initiative in England and the Premier League to allow for more domestic, English players to be a brought up from a younger age in hopes of creating more talented English players. Currently, the Premier League does not have a maximum restriction on the number of foreign players allowed on a team, but does require at least eight homegrown players. Greg Dyke, new chairman of the Football Association (FA), wants to implement much stronger regulation of foreign players. His intention is clear as stated in an op-ed piece so that England can win the 2022 World Cup in Qatar. Some of Dyke's propositions include: homegrown players in a top-flight 25-man first-team squad be increased from eight to 12 two of which must be brought up in the teams youth system, and also changing the definition of what it is to be a homegrown player. Currently, to be classified as homegrown one must be on an English team for at least three years before the age of twenty-one in which Dyke would like to reduce to eighteen years. This would mean a teenager would have to be with the club at a maximum age of fifteen and players are not allowed to move across national boundaries, even European Union boundaries, before 16. Meaning such that, if a foreign player joined an English youth academy at sixteen, in three years time he would be nineteen. Thus said player failing to qualify as a homegrown player due to the fact he would be older than eighteen.",do premier league teams have to have english players,True,True
7875,"Prime Minister's Questions (often abbreviated to PMQs and officially known as Questions to the Prime Minister) is a constitutional convention in the United Kingdom, currently held as a single session every Wednesday at noon when the House of Commons is sitting, during which the Prime Minister spends around half an hour answering questions from Members of Parliament (MPs).",is the prime minister part of the house of commons,True,True
7876,"Multiple jumps are possible, if after one jump, another piece is immediately eligible to be jumped--even if that jump is in a different diagonal direction. If more than one multi-jump is available, the player can choose which piece to jump with, and which sequence of jumps to make. The sequence chosen is not required to be the one that maximizes the number of jumps in the turn; however, a player must make all available jumps in the sequence chosen.",can a single piece double jump in checkers,True,True
7879,"Saline, also known as saline solution, is a mixture of sodium chloride in water and has a number of uses in medicine. Applied to the affected area it is used to clean wounds, help remove contact lenses, and help with dry eyes. By injection into a vein it is used to treat dehydration such as from gastroenteritis and diabetic ketoacidosis. It is also used to dilute other medications to be given by injection.",are sodium chloride and saline the same thing,False,False
7909,"The most common colors of bell peppers are green, yellow, orange and red. More rarely, brown, white, lavender, and dark purple peppers can be seen, depending on the variety. Most typically, unripe fruits are green or, less commonly, pale yellow or purple. Red bell peppers are simply ripened green peppers, although the Permagreen variety maintains its green color even when fully ripe. As such, mixed colored peppers also exist during parts of the ripening process. Green peppers are less sweet and slightly more bitter than yellow or orange peppers, with red bell peppers being the sweetest. The taste of ripe peppers can also vary with growing conditions and post-harvest storage treatment; the sweetest fruits are allowed to ripen fully on the plant in full sunshine, while fruit harvested green and after-ripened in storage is less sweet.",are green bell peppers just unripe red bell peppers,True,True
7921,"Shaw's and Star Market are two American grocery store chains based in West Bridgewater, Massachusetts, employing about 30,000 associates in 154 stores. One hundred thirty two stores are operated under the Shaw's banner in Maine, Massachusetts, New Hampshire, Rhode Island, and Vermont, while Star Market operates 22 stores in Massachusetts. Until 2010, Shaw's operated stores in all six New England states and as of 2011 Shaw's remained the only supermarket chain with stores in five of the six after it sold its Connecticut operations. The chain's largest competitors are Hannaford, Market Basket, Roche Bros., and Stop & Shop. Star Market is a companion store to Shaw's; Shaw's having purchased the competing chain in 1999.",are shaw's and star market the same,False,False
7945,"In 1976, T.J. Maxx was founded in Framingham, Massachusetts, United States, by Bernard Cammarata. The first European store opened in Bristol in 1994. The company modified the name to TK Maxx to avoid ``confusion with the established British retail chain T.J. Hughes (which is not affiliated with TJX)''.",is tk maxx and tj maxx the same,True,True
7965,"The appointment and confirmation of Justices to the Supreme Court of the United States involves several steps set forth by the United States Constitution, which have been further refined and developed by decades of tradition. Candidates are nominated by the President of the United States and must face a series of hearings in which both the nominee and other witnesses make statements and answer questions before the Senate Judiciary Committee, which can vote to send the nomination to the full United States Senate. Confirmation by the Senate allows the President to formally appoint the candidate to the court.",does only the senate vote for supreme court justices,True,True
7971,"The 11-87 incorporates a self-compensating gas system design, which allows the gun to operate with every type of load, from light 2 3⁄4'' to 3'' Magnum shells without any shooter adjustments. It is manufactured in two different gauges: 20 and 12, and both will cycle 2 3⁄4'' and 3'' shells.",can my remington 1100 shoot 3 inch shells,True,False
7997,"Hares and jackrabbits are leporids belonging to the genus Lepus. Hares are classified in the same family as rabbits. They are similar in size and form to rabbits and have similar herbivorous diets, but generally have longer ears and live solitarily or in pairs. Also unlike rabbits, their young are able to fend for themselves shortly after birth (precocial) rather than emerging blind and helpless (altricial). Most are fast runners. Hare species are native to Africa, Eurasia, North America, and the Japanese archipelago.",is a hare the same as a jack rabbit,True,True
8003,"Because genetic determination of coat colors in calico cats is linked to the X chromosome, calicoes are nearly always female, with one color linked to the maternal X chromosome and a second color linked to the paternal X chromosome. Because males only have one X chromosome, a male calico would have to have a rare condition where they have three sex chromosomes (two X chromosomes and one Y chromosome) in order to be calico. In addition to other symptoms caused by the condition, these male calicos are often sterile.",are there any male calico cats in the world,True,True
8108,"The Morocco--Spain border is located along the Plazas de soberanía, Ceuta, Melilla, and Alborán Island along the north coast of Morocco.",do spain and morocco share a land border,True,True
8146,"Nintendo initially stated that while the Nintendo 64 units for each region use essentially identical hardware design, regional lockout chips would prevent games from one region from being played on a Nintendo 64 console from a different region. Following the North American launch, however, they admitted that the cartridges contain no such chips, and the regional lockout is enforced by differing notches in the back of the cartridges.",do us nintendo 64 games work in australia,False,False
8195,"The mandatory waiting period after taking the online contestant exam is one year, although this may be adjusted by the show's production team based on the test schedule. Prospective contestants who have completed an in-person test and interview remain in the contestant pool for 18 months, only after the expiration of which may they take the online test again and attend another in-person audition.",can you take the jeopardy online test more than once,False,True
8197,The NBA playoffs are a best-of-seven elimination tournament annually held after the National Basketball Association's regular season to determine the league's champion.,is the first round of nba playoffs best of 7,True,True
8206,"Heart arrhythmia (also known as arrhythmia, dysrhythmia, or irregular heartbeat) is a group of conditions in which the heartbeat is irregular, too fast, or too slow. A heart rate that is too fast -- above 100 beats per minute in adults -- is called tachycardia and a heart rate that is too slow -- below 60 beats per minute -- is called bradycardia. Many types of arrhythmia have no symptoms. When symptoms are present these may include palpitations or feeling a pause between heartbeats. In more serious cases there may be lightheadedness, passing out, shortness of breath, or chest pain. While most types of arrhythmia are not serious, some predispose a person to complications such as stroke or heart failure. Others may result in cardiac arrest.",is there a difference between arrhythmia and dysrhythmia,False,False
8237,"Article 57 provides that a person who holds, or who has held, office as President shall, subject to the other provisions of this constitution, be eligible for re-election to that office.",can an indian president run for office again,True,True
8289,"Monoamniotic twins are identical twins that share the same amniotic sac within their mother's uterus. Monoamniotic twins are always identical, always monochorionic and are usually termed Monoamniotic-Monochorionic (``MoMo'' or ``Mono Mono'') twins. They also share the placenta, but have two separate umbilical cords. Monoamniotic twins develop when an embryo does not split until after formation of the amniotic sac, at about 9-13 days after fertilization. Monoamniotic triplets or other monoamniotic multiples are possible, but extremely rare. Other obscure possibilities include multiples sets where monoamniotic twins are part of a larger gestation such as triplets, quadruplets, or more.",do identical twins have to be in the same sac,True,False
8293,"The .45 Colt, which is sometimes mistakenly called .45 Long Colt (.45 LC) (11.43×33mmR) cartridge, is a handgun cartridge dating to 1872. It is a black-powder revolver round developed for the Colt Single Action Army revolver. This cartridge was adopted by the U.S. Army in 1873 and served as an official US military handgun cartridge for 14 years. While it is sometimes referred to as .45 Long Colt or .45 LC, to differentiate it from the very popular and ubiquitous .45 ACP, and historically, the shorter .45 S&W Schofield, it was only an unofficial designation by Army quartermasters. Current catalog listings of compatible handguns list the caliber as .45 LC and .45 Colt. Both the Schofield and the .45 Colt were used by the Army at the same period of time prior to the adoption of the M1887 Govt.",is 45 colt the same as long colt,True,True
8300,"Dark Horse published a graphic-novel series by Gene Yang that continues Aang's story after the Hundred Years' War. Avatar: The Last Airbender -- The Promise, published in three volumes in 2012, explores the fate of the Fire Nation colonies that become The Legend of Korra's United Republic. A second set of three comic books, Avatar: The Last Airbender -- The Search, focuses on Zuko and Azula, and the fate of their mother Ursa. The third set, Avatar: The Last Airbender -- The Rift, shifts the focus to Aang, the creation of Republic City, and Toph's relationship with her family. The Rift was followed by Avatar: The Last Airbender -- Smoke and Shadow about a resistance force in the Fire Nation against Firelord Zuko, who at the end of the original series assumed the throne. The fifth graphic novel was Avatar: The Last Airbender -- North and South, which follows the events of Smoke and Shadow and is about Katara and Sokka returning to the Water Tribe to see various changes to their homeland. The next planned graphic novel is titled Imbalance and is planned to be released in October 2018. The series explores the emerging conflict between the benders and non-benders that becomes the center for the conflict in the first season of the sequel the Legend of Korra. Unlike the previous five books it is will not be written by Gene Yang.",is there a book 4 of avatar the last airbender,True,True
8318,"Bryant debuted in the Summer Pro League in Long Beach, California, scoring 25 points in front of a standing-room-only crowd. Defenders struggled to get in front of him, and his performance excited West and Lakers coach Del Harris. He scored 36 points in the finale, and finished with averages of 24.5 points and 5.3 rebounds in four game. As a rookie in 1996--97, Bryant mostly came off the bench behind guards Eddie Jones and Nick Van Exel. At the time he became the youngest player ever to play in an NBA game (18 years, 72 days; a record since broken by Jermaine O'Neal and former teammate Andrew Bynum), and also became the youngest NBA starter ever (18 years, 158 days). Initially, Bryant played limited minutes, but as the season continued, he began to see some more playing time. By the end of the season, he averaged 15.5 minutes a game. During the All-Star weekend, Bryant participated in the Rookie Challenge and won the 1997 Slam Dunk Contest, becoming the youngest dunk champion ever at the age of 18. Bryant's performance throughout the year earned him a spot on the NBA All-Rookie Second Team with fellow bench teammate Travis Knight. The Lakers advanced to the Western Conference semifinals in the playoffs against the Utah Jazz, when Bryant was pressed into a lead role at the end of Game 5. Byron Scott missed the game with a sprained wrist, Robert Horry was ejected for fighting with the Utah's Jeff Hornacek, and Shaquille O'Neal fouled out with 1:46 remaining in the fourth quarter. Bryant shot four air balls at the end of the game; the Jazz won 98--93 in overtime to eliminate the Lakers 4--1. He first whiffed a game-winning 2-point jump shot in the fourth quarter, and then misfired three three-point field goals in overtime, including two tying shots in the final minute. O'Neal commented that ``(Bryant) was the only guy who had the guts at the time to take shots like that.''",did kobe bryant started his first year in the nba,True,False
8326,"Trombiculidae (/trɒmbɪˈkjuːlɪdiː/; also called berry bugs, harvest mites, red bugs, scrub-itch mites and aoutas) are a family of mites. The best known of the Trombiculidae are the chiggers. The two widely recognized definitions of ``chigger'' are the scientific (or taxonomic) and the common, the latter of which can be found in English and medical dictionaries. According to most dictionaries, the several species of Trombiculidae that bite their host in their larval stage and cause ``intense irritation'' or ``a wheal, usually with severe itching and dermatitis'', are called chiggers. The scientific definition seemingly includes many more, but not all species of Trombiculidae.",is a red bug the same as a chigger,False,True
8335,"Treacle (/ˈtriːkəl/) is any uncrystallised syrup made during the refining of sugar. The most common forms of treacle are golden syrup, a pale variety, and a darker variety known as black treacle. Black treacle, or molasses, has a distinctively strong, slightly bitter flavour, and a richer colour than golden syrup. Golden syrup treacle is a common sweetener and condiment in British cookery, found in such dishes as treacle tart and treacle sponge pudding.",is golden syrup and treacle the same thing,True,True
8339,"The group keeps searching for Sophia but is unsuccessful. In the episode ``Cherokee Rose'', Carl's injuries ultimately lead the whole group onto Hershel Greene's farm, where they settle. They continue their search, but still nothing seems to turn up. In the episode ``Chupacabra'', the only thing that comes to light is Sophia's doll, which had been discovered by a member of the group named Daryl Dixon. Daryl goes on several searches for Sophia, being one of the most devoted members of the group in looking towards recovering her. He and Carol bond greatly because of his efforts. In the mid-season finale ``Pretty Much Dead Already'', Glenn tells the group that he discovered that Hershel has been keeping a group of walkers, consisting largely of his family and neighbors, in his barn, as he had believed them to be sick but nonetheless curable patients. Shane goes against Rick's orders, opens the barn, and (along with the rest of the group) shoots all the walkers that stumble out. Just as things seem to be over and done with, one more walker stumbles out of the barn - Sophia, who had been bitten while in the woods. (She had then been found by Otis, who put her zombified form in the barn before his death.) Knowing what must be done, Rick steps forward and shoots her, putting her out of her misery. In the mid-season premiere ``Nebraska'', she is buried in a funeral ceremony, alongside Hershel's second wife Annette and stepson Shawn (who were also kept in his barn as walkers). Carol does not attend the funeral because her daughter ``died a long time ago''.",the walking dead do they ever find sophia,True,True
8342,"The primary organization authorized to purchase coca leaves is ENACO S.A., headquartered in Peru. Outside of South America, most countries' laws make no distinction between the coca leaf and any other substance containing cocaine, so the possession of coca leaf is prohibited. In South America coca leaf is illegal in both Paraguay and Brazil.",is it illegal to own a coca plant,True,True
8363,"The group keeps searching for Sophia but is unsuccessful. In the episode ``Cherokee Rose'', Carl's injuries ultimately lead the whole group onto Hershel Greene's farm, where they settle. They continue their search, but still nothing seems to turn up. In the episode ``Chupacabra'', the only thing that comes to light is Sophia's doll, which had been discovered by a member of the group named Daryl Dixon. Daryl goes on several searches for Sophia, being one of the most devoted members of the group in looking towards recovering her. He and Carol bond greatly because of his efforts. In the mid-season finale ``Pretty Much Dead Already'', Glenn tells the group that he discovered that Hershel has been keeping a group of walkers, consisting largely of his family and neighbors, in his barn, as he had believed them to be sick but nonetheless curable patients. Shane goes against Rick's orders, opens the barn, and (along with the rest of the group) shoots all the walkers that stumble out. Just as things seem to be over and done with, one more walker stumbles out of the barn - Sophia, who had been bitten while in the woods. (She had then been found by Otis, who put her zombified form in the barn before his death.) Knowing what must be done, Rick steps forward and shoots her, putting her out of her misery. In the mid-season premiere ``Nebraska'', she is buried in a funeral ceremony, alongside Hershel's second wife Annette and stepson Shawn (who were also kept in his barn as walkers). Carol does not attend the funeral because her daughter ``died a long time ago''.",do they find the little girl in season 2 of walking dead,True,True
8444,"Fifty Shades Freed is an upcoming American psychological erotic romantic thriller film directed by James Foley and written by Niall Leonard, based on the novel of same name by E.L. James. It is the final film in the Fifty Shades trilogy, and a sequel to Fifty Shades of Grey (2015) and Fifty Shades Darker (2017). The film stars Dakota Johnson and Jamie Dornan as Anastasia Steele and Christian Grey, respectively.",will there be a sequel to fifty shades darker,True,True
8484,"The film's soundtrack was released in conjunction with the film, and contained the musical numbers performed by actors in the film itself, pre-recorded songs that were used as part of the background music, and instrumental music composed by Marc Shaiman for the film. The soundtrack album debuted at #74 and eventually reached #40 on the Billboard Top 200 Albums Chart where it charted for 54 weeks. The album received a Gold certification from the RIAA for shipment of 500,000 copies on January 13, 1993.",does whoopi goldberg really sing in sister act,True,True
8504,"Unlike other cycles, P is not normally found in the air as a gas; it only occurs under highly reducing conditions as the gas phosphine PH.",is there a gaseous phase in the phosphorus cycle,False,False
8560,"NCIS: Los Angeles is an American action television series combining elements of the military drama and police procedural genres, which premiered on CBS on September 22, 2009, and stars Chris O'Donnell and LL Cool J. The series follows the exploits of the Los Angeles--based Office of Special Projects (OSP), an elite division of the Naval Criminal Investigative Service that specializes in undercover assignments. NCIS: Los Angeles is the first spin-off of the successful series NCIS. On March 23, 2017, CBS renewed the series for a ninth season which premiered on October 1, 2017. Nia Long joined the cast as Shay Mosley for the ninth season after Miguel Ferrer's death. On April 18, 2018, CBS renewed the series for a tenth season, which premiered on September 30, 2018.",is there a new season of ncis los angeles,True,True
8569,"Joyce Randolph (born October 21, 1924) is an American actress, best known for playing Trixie Norton on the television sitcom The Honeymooners.",are any of the honeymooners cast still alive,True,True
8574,"On June 1, 2017, it was announced that Seyfried would return as Sophie. Later that month, Dominic Cooper confirmed that he would return for the sequel, along with Streep, Firth and Brosnan as Sky, Donna, Harry, and Sam, respectively. In July 2017, Baranski was also confirmed to return as Tanya. On July 12, 2017, Lily James was cast to play the role of young Donna. On August 3, 2017, Jeremy Irvine and Alexa Davies were also cast in the film, with Irvine playing Brosnan's character Sam in a past era, and Hugh Skinner to play Young Harry, Davies as a young Rosie, played by Julie Walters. On August 16, 2017, it was announced that Jessica Keenan Wynn had been cast as a young Tanya, who is played by Baranski. Julie Walters and Stellan Skarsgård also reprised their roles as Rosie and Bill, respectively. On October 16, 2017, it was announced that singer and actress Cher had joined the cast, in her first on-screen film role since 2010, and her first film with Streep since Silkwood. The part was written specifically for Cher, and she got to choose Andy Garcia as her romantic partner.",is it the same cast in mama mia 2,True,True
8583,"The UCLA Bruins football program represents the University of California, Los Angeles, in college football as members of the Pac-12 Conference at the NCAA Division I FBS level. The Bruins have enjoyed several periods of success in their history, having been ranked in the top ten of the AP Poll at least once in every decade since the poll began in the 1930s. Their first major period of success came in the 1950s, under head coach Henry Russell Sanders. Sanders led the Bruins to the Coaches' Poll national championship in 1954, three conference championships, and an overall record of 66--19--1 in nine years. In the 1980s and 1990s, during the tenure of Terry Donahue, the Bruins compiled a 151--74--8 record, including 13 bowl games and an NCAA record eight straight bowl wins. The program has produced 28 first round picks in the NFL Draft, 30 consensus All-Americans, and multiple major award winners, including Heisman winner Gary Beban. The UCLA Bruins' main rival is the USC Trojans. Jedd Fisch is the current interim head coach for the remainder of 2017, with Chip Kelly to become head coach in 2018.",has ucla won a national championship in football,True,True
8608,"Paid in capital, paid-in capital or paid up capital, or contributed capital is capital that is contributed to a corporation by investors by purchase of stock from the corporation, the primary market, not by purchase of stock in the open market from other stockholders (the secondary market). It includes share capital (capital stock) as well as additional paid-in capital.",is common stock the same as paid in capital,False,False
8611,A player who comes to a stop on step one when both feet are on the floor or touch the floor simultaneously may pivot using either foot as his pivot. If he jumps with both feet he must release the ball before either foot touches the floor.,is an up and down a travel in basketball,True,True
8613,"Existing gasoline-powered vehicles may be converted to run on CNG or LNG, and can be dedicated (running only on natural gas) or bi-fuel (running on either gasoline or natural gas). However, an increasing number of vehicles worldwide are being manufactured to run on CNG. Until recently, the now-discontinued Honda Civic GX was the only NGV commercially available in the US market. More recently, Ford, General Motors and Ram Trucks have bi-fuel offerings in their vehicle lineup. Ford's approach is to offer a bi-fuel prep kit as a factory option, and then have the customer choose an authorized partner to install the natural gas equipment. Choosing GM's bi-fuel option sends the HD pickups with the 6.0L gasoline engine to IMPCO in Indiana to upfit the vehicle to run on CNG. Ram currently is the only pickup truck manufacturer with a truly CNG factory-installed bi-fuel system available in the U.S. market.",can you put regular gas in a natural gas car,True,False
8628,"In 2000, the United States Congress designated the Erie Canalway National Heritage Corridor to recognize the national significance of the canal system as the most successful and influential human-built waterway and one of the most important works of civil engineering and construction in North America. The canal has been mainly used by recreational watercraft since the retirement of the last large commercial ship, Day Peckinpaugh, in 1994. The canal saw a recovery in commercial traffic in 2008.",is the erie canal still used for moving goods,True,True
8637,"The ninth and final season of the American television comedy The Office premiered on NBC on September 20, 2012, and concluded on May 16, 2013, consisting of 25 episodes. The Office is an American adaptation of the British comedy series of the same name, and is presented in a mockumentary format, portraying the daily lives of office employees in the Scranton, Pennsylvania branch of the fictitious Dunder Mifflin Paper Company. The ninth season of The Office aired on Thursdays at 9:00 p.m. (Eastern) in the United States, as part of the Comedy Night Done Right television block. This is the second season not to star Steve Carell as lead character Michael Scott, although he returned for a cameo appearance in the series finale.",will steve carell appear on the office season 9,True,True
